timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Type,Elapsed,Latency
1.74E+12,12,/jforum/jforum.page-127-2,301,,Admin 1-3,text,TRUE,,161,455,7,7,http://172.26.129.206:8080/jforum/,12,0,0,,,,,/jforum/adminGroups/edit/,Type17,Type38,740.58,740.18
1.74E+12,43,/jforum/jforum.page-127-3,200,,Admin 1-3,text,TRUE,,698,466,7,7,http://172.26.129.206:8080/jforum/install.jsp,43,0,7,,,,,/jforum/adminGroups/insert,Type18,Type38,714.88,714.76
1.74E+12,57,/jforum/-129,200,,Admin 1-2,text,TRUE,,859,977,7,8,http://172.26.129.206:8080/jforum/install.jsp,12,0,0,,,,,/jforum/adminGroups/list,Type19,Type1,841.6,841.08
1.74E+12,13,/jforum/-129-0,301,,Admin 1-2,text,TRUE,,161,511,7,8,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,12,0,0,,,,,/jforum/adminGroups/permissions/2,Type20,Type1,721.24,711.6
1.74E+12,44,/jforum/-129-1,200,,Admin 1-2,text,TRUE,,698,466,7,8,http://172.26.129.206:8080/jforum/install.jsp,44,0,6,,,,,/jforum/adminModeration/list,Type21,Type1,627.18,627.08
1.74E+12,102,/jforum/-129,200,,Admin 1-3,text,TRUE,,859,977,7,8,http://172.26.129.206:8080/jforum/install.jsp,13,0,0,,,,,/jforum/adminRankings/insert,Type22,Type1,695.7,695.62
1.74E+12,226,/jforum/jforum.page-127,200,,Admin 1-4,text,TRUE,,1235,1788,7,8,http://172.26.129.206:8080/jforum/install.jsp,95,0,10,,,,,/jforum/adminRankings/list,Type23,Type38,642.68,642.64
1.74E+12,14,/jforum/-129-0,301,,Admin 1-3,text,TRUE,,161,511,7,8,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,13,0,0,,,,,/jforum/adminRegEmail/list,Type24,Type1,413.52,413.24
1.74E+12,95,/jforum/jforum.page-127-0,302,,Admin 1-4,,TRUE,,221,413,7,8,http://172.26.129.206:8080/jforum/jforum.page,95,0,10,,,,,/jforum/adminSearchStats/list,Type25,Type38,391.76,389.32
1.74E+12,8,/jforum/jforum.page-127-1,302,,Admin 1-4,,TRUE,,155,454,7,8,http://172.26.129.206:8080/jforum,8,0,0,,,,,/jforum/adminSmilies/list,Type26,Type38,381.08,373.68
1.74E+12,88,/jforum/-129-1,200,,Admin 1-3,text,TRUE,,698,466,7,8,http://172.26.129.206:8080/jforum/install.jsp,88,0,6,,,,,/jforum/adminSpamBlock/list,Type27,Type1,512.44,491.5
1.74E+12,13,/jforum/jforum.page-127-2,301,,Admin 1-4,text,TRUE,,161,455,7,8,http://172.26.129.206:8080/jforum/,13,0,0,,,,,/jforum/adminUsers/pendingActivations,Type28,Type38,812,811.82
1.74E+12,110,/jforum/jforum.page-127-3,200,,Admin 1-4,text,TRUE,,698,466,7,8,http://172.26.129.206:8080/jforum/install.jsp,110,0,7,,,,,/jforum/bookmarks/insert/,Type29,Type38,978.26,977.56
1.74E+12,148,/jforum/forums/list.page-130,200,,Admin 1-1,text,TRUE,,12460,471,10,13,http://172.26.129.206:8080/jforum/forums/list.page,148,0,0,,,,,/jforum/bookmarks/list/,Type30,Type32,859.52,846.4533333
1.74E+12,127,/jforum/user/login.page-490,200,,Admin2 2-1,text,TRUE,,6785,552,3,13,http://172.26.129.206:8080/jforum/user/login.page,125,0,7,,,,,/jforum/captcha/generate/,Type31,Type60,800.7563636,800.5963636
1.74E+12,233,/jforum/jforum.page-127,200,,Admin 1-5,text,TRUE,,1235,1788,10,13,http://172.26.129.206:8080/jforum/install.jsp,91,0,9,,,,,/jforum/forums/list,Type32,Type38,967.592827,958.7025316
1.74E+12,91,/jforum/jforum.page-127-0,302,,Admin 1-5,,TRUE,,221,413,10,13,http://172.26.129.206:8080/jforum/jforum.page,91,0,9,,,,,/jforum/forums/newMessages,Type33,Type38,887.96,886.92
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-5,,TRUE,,155,454,10,13,http://172.26.129.206:8080/jforum,9,0,0,,,,,/jforum/forums/show/,Type34,Type38,840.4773333,836.424
1.74E+12,83,/jforum/jforum.page-127-2,301,,Admin 1-5,text,TRUE,,161,455,10,13,http://172.26.129.206:8080/jforum/,83,0,0,,,,,/jforum/forums/watchForum/,Type35,Type38,835.66,834.8
1.74E+12,48,/jforum/jforum.page-127-3,200,,Admin 1-5,text,TRUE,,698,466,10,13,http://172.26.129.206:8080/jforum/install.jsp,48,0,8,,,,,/jforum/hottestTopics/list,Type36,Type38,639.384,638.444
1.74E+12,32,/jforum/ping_session.jsp-133,200,,Admin 1-1,text,TRUE,,543,527,11,15,http://172.26.129.206:8080/jforum/ping_session.jsp,32,0,0,,,,,/jforum/images/,Type37,Type41,60.28205128,60.26564103
1.74E+12,70,/jforum/-129,200,,Admin 1-4,text,TRUE,,859,977,11,15,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,/jforum/jforum,Type38,Type1,238.8592,168.9724
1.74E+12,14,/jforum/-129-0,301,,Admin 1-4,text,TRUE,,161,511,11,15,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,14,0,0,,,,,/jforum/js/list/moderation,Type39,Type1,660.944,660.632
1.74E+12,56,/jforum/-129-1,200,,Admin 1-4,text,TRUE,,698,466,11,15,http://172.26.129.206:8080/jforum/install.jsp,56,0,8,,,,,/jforum/moderation/showActivityLog,Type40,Type1,552.76,551.58
1.74E+12,148,/jforum/forums/list.page-130,200,,Admin 1-2,text,TRUE,,12460,471,11,15,http://172.26.129.206:8080/jforum/forums/list.page,148,0,0,,,,,/jforum/ping_session,Type41,Type32,67.36560443,67.33789401
1.74E+12,30,/jforum/ping_session.jsp-491,200,,Admin2 2-1,text,TRUE,,543,546,4,15,http://172.26.129.206:8080/jforum/ping_session.jsp,30,0,0,,,,,/jforum/pm/findUser,Type42,Type41,596.2,596.0266667
1.74E+12,232,/jforum/jforum.page-127,200,,Admin 1-6,text,TRUE,,1235,1788,11,16,http://172.26.129.206:8080/jforum/install.jsp,146,0,7,,,,,/jforum/pm/inbox,Type43,Type38,721.9714286,720.6
1.74E+12,146,/jforum/jforum.page-127-0,302,,Admin 1-6,,TRUE,,221,413,11,16,http://172.26.129.206:8080/jforum/jforum.page,146,0,7,,,,,/jforum/pm/send,Type44,Type38,766.4133333,765.0533333
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-6,,TRUE,,155,454,11,16,http://172.26.129.206:8080/jforum,9,0,0,,,,,/jforum/posts/edit/,Type45,Type38,553.04,552.84
1.74E+12,15,/jforum/jforum.page-127-2,301,,Admin 1-6,text,TRUE,,161,455,11,16,http://172.26.129.206:8080/jforum/,14,0,0,,,,,/jforum/posts/insert/,Type46,Type38,526.192,517.488
1.74E+12,62,/jforum/jforum.page-127-3,200,,Admin 1-6,text,TRUE,,698,466,11,16,http://172.26.129.206:8080/jforum/install.jsp,62,0,14,,,,,/jforum/posts/list/,Type47,Type38,1193.756364,1188.621818
1.74E+12,199,/jforum/jforum.page-127,200,,Admin 1-7,text,TRUE,,1235,1788,11,16,http://172.26.129.206:8080/jforum/install.jsp,106,0,12,,,,,/jforum/posts/listByUser/,Type48,Type38,723.4857143,722.0171429
1.74E+12,21,/jforum/ping_session.jsp-133,200,,Admin 1-2,text,TRUE,,543,527,11,16,http://172.26.129.206:8080/jforum/ping_session.jsp,21,0,0,,,,,/jforum/posts/preList/,Type49,Type41,1024.293333,775.3066667
1.74E+12,106,/jforum/jforum.page-127-0,302,,Admin 1-7,,TRUE,,221,413,11,16,http://172.26.129.206:8080/jforum/jforum.page,106,0,12,,,,,/jforum/posts/reply/,Type50,Type38,894.5,869.59
1.74E+12,15,/jforum/jforum.page-127-1,302,,Admin 1-7,,TRUE,,155,454,11,16,http://172.26.129.206:8080/jforum,15,0,0,,,,,/jforum/posts/review/,Type51,Type38,761.72,761.568
1.74E+12,23,/jforum/jforum.page-127-2,301,,Admin 1-7,text,TRUE,,161,455,11,16,http://172.26.129.206:8080/jforum/,23,0,0,,,,,/jforum/posts/watch/,Type52,Type38,1911.46,1902.94
1.74E+12,54,/jforum/jforum.page-127-3,200,,Admin 1-7,text,TRUE,,698,466,11,16,http://172.26.129.206:8080/jforum/install.jsp,54,0,9,,,,,/jforum/recentTopics/list,Type53,Type38,837.7342857,836.34
1.74E+12,84,/jforum/-129,200,,Admin 1-5,text,TRUE,,859,977,13,19,http://172.26.129.206:8080/jforum/install.jsp,22,0,0,,,,,/jforum/templates/default/,Type54,Type1,52.64962025,50.59291139
1.74E+12,23,/jforum/-129-0,301,,Admin 1-5,text,TRUE,,161,511,13,19,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,22,0,0,,,,,/jforum/topDownloads/list,Type55,Type1,629.9257143,629.1714286
1.74E+12,61,/jforum/-129-1,200,,Admin 1-5,text,TRUE,,698,466,13,19,http://172.26.129.206:8080/jforum/install.jsp,61,0,14,,,,,/jforum/user/acceptAgreement,Type56,Type1,1210.066667,903.4088889
1.74E+12,156,/jforum/forums/list.page-130,200,,Admin 1-3,text,TRUE,,12460,471,13,20,http://172.26.129.206:8080/jforum/forums/list.page,153,0,0,,,,,/jforum/user/edit/,Type57,Type32,848.4466667,846.3133333
1.74E+12,77,/jforum/-129,200,,Admin 1-6,text,TRUE,,859,977,13,20,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,/jforum/user/insert,Type58,Type1,870.9714286,870.2
1.74E+12,14,/jforum/-129-0,301,,Admin 1-6,text,TRUE,,161,511,13,20,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,14,0,0,,,,,/jforum/user/list,Type59,Type1,953.68,947.64
1.74E+12,62,/jforum/-129-1,200,,Admin 1-6,text,TRUE,,698,466,13,20,http://172.26.129.206:8080/jforum/install.jsp,62,0,14,,,,,/jforum/user/login,Type60,Type1,734.7580645,733.1935484
1.74E+12,17,/jforum/ping_session.jsp-133,200,,Admin 1-3,text,TRUE,,543,527,14,21,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,,,,/jforum/user/logout,Type61,Type41,961.1166667,681.9666667
1.74E+12,144,/jforum/user/login.page-490,200,,Admin2 2-2,text,TRUE,,6785,552,7,21,http://172.26.129.206:8080/jforum/user/login.page,143,0,11,,,,,/jforum/user/profile/,Type62,Type60,1016.693333,1016.04
1.74E+12,148,/jforum/user/login.page-490,200,,Admin2 2-4,text,TRUE,,6785,552,7,21,http://172.26.129.206:8080/jforum/user/login.page,148,0,13,,,,,user/registration,Type63,Type60,1338.146667,959.6866667
1.74E+12,89,/jforum/-129,200,,Admin 1-7,text,TRUE,,859,977,14,21,http://172.26.129.206:8080/jforum/install.jsp,22,0,0,,,,,,,Type1,,
1.74E+12,22,/jforum/-129-0,301,,Admin 1-7,text,TRUE,,161,511,14,21,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,22,0,0,,,,,,,Type1,,
1.74E+12,66,/jforum/-129-1,200,,Admin 1-7,text,TRUE,,698,466,14,21,http://172.26.129.206:8080/jforum/install.jsp,66,0,16,,,,,,,Type1,,
1.74E+12,189,/jforum/jforum.page-127,200,,Admin 1-8,text,TRUE,,1235,1788,14,21,http://172.26.129.206:8080/jforum/install.jsp,98,0,6,,,,,,,Type38,,
1.74E+12,121,/jforum/user/login.page-134,200,,Admin 1-1,text,TRUE,,6247,529,14,21,http://172.26.129.206:8080/jforum/user/login.page,121,0,0,,,,,,,Type60,,
1.74E+12,98,/jforum/jforum.page-127-0,302,,Admin 1-8,,TRUE,,221,413,14,21,http://172.26.129.206:8080/jforum/jforum.page,98,0,6,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-127-1,302,,Admin 1-8,,TRUE,,155,454,14,21,http://172.26.129.206:8080/jforum,15,0,0,,,,,,,Type38,,
1.74E+12,23,/jforum/jforum.page-127-2,301,,Admin 1-8,text,TRUE,,161,455,14,21,http://172.26.129.206:8080/jforum/,23,0,0,,,,,,,Type38,,
1.74E+12,189,/jforum/jforum.page-127,200,,Admin 1-9,text,TRUE,,1235,1788,14,21,http://172.26.129.206:8080/jforum/install.jsp,98,0,6,,,,,,,Type38,,
1.74E+12,52,/jforum/jforum.page-127-3,200,,Admin 1-8,text,TRUE,,698,466,14,21,http://172.26.129.206:8080/jforum/install.jsp,52,0,7,,,,,,,Type38,,
1.74E+12,98,/jforum/jforum.page-127-0,302,,Admin 1-9,,TRUE,,221,413,14,21,http://172.26.129.206:8080/jforum/jforum.page,98,0,6,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-127-1,302,,Admin 1-9,,TRUE,,155,454,14,21,http://172.26.129.206:8080/jforum,15,0,0,,,,,,,Type38,,
1.74E+12,21,/jforum/jforum.page-127-2,301,,Admin 1-9,text,TRUE,,161,455,14,21,http://172.26.129.206:8080/jforum/,21,0,0,,,,,,,Type38,,
1.74E+12,54,/jforum/jforum.page-127-3,200,,Admin 1-9,text,TRUE,,698,466,14,21,http://172.26.129.206:8080/jforum/install.jsp,54,0,8,,,,,,,Type38,,
1.74E+12,18,/jforum/ping_session.jsp-491,200,,Admin2 2-2,text,TRUE,,543,546,7,21,http://172.26.129.206:8080/jforum/ping_session.jsp,18,0,0,,,,,,,Type41,,
1.74E+12,184,/jforum/jforum.page-127,200,,Admin 1-10,text,TRUE,,1235,1788,14,22,http://172.26.129.206:8080/jforum/install.jsp,107,0,9,,,,,,,Type38,,
1.74E+12,107,/jforum/jforum.page-127-0,302,,Admin 1-10,,TRUE,,221,413,14,22,http://172.26.129.206:8080/jforum/jforum.page,107,0,9,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page-127-1,302,,Admin 1-10,,TRUE,,155,454,14,22,http://172.26.129.206:8080/jforum,12,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-127-2,301,,Admin 1-10,text,TRUE,,161,455,14,22,http://172.26.129.206:8080/jforum/,15,0,0,,,,,,,Type38,,
1.74E+12,50,/jforum/jforum.page-127-3,200,,Admin 1-10,text,TRUE,,698,466,14,22,http://172.26.129.206:8080/jforum/install.jsp,49,0,8,,,,,,,Type38,,
1.74E+12,135,/jforum/user/login.page-490,200,,Admin2 2-3,text,TRUE,,6785,552,8,22,http://172.26.129.206:8080/jforum/user/login.page,135,0,7,,,,,,,Type60,,
1.74E+12,148,/jforum/user/login.page-490,200,,Admin2 2-5,text,TRUE,,6785,552,8,23,http://172.26.129.206:8080/jforum/user/login.page,148,0,12,,,,,,,Type60,,
1.74E+12,157,/jforum/user/login.page-134,200,,Admin 1-2,text,TRUE,,6247,529,15,24,http://172.26.129.206:8080/jforum/user/login.page,157,0,0,,,,,,,Type60,,
1.74E+12,197,/jforum/jforum.page-127,200,,Admin 1-11,text,TRUE,,1235,1788,15,24,http://172.26.129.206:8080/jforum/install.jsp,105,0,16,,,,,,,Type38,,
1.74E+12,105,/jforum/jforum.page-127-0,302,,Admin 1-11,,TRUE,,221,413,15,24,http://172.26.129.206:8080/jforum/jforum.page,105,0,16,,,,,,,Type38,,
1.74E+12,8,/jforum/jforum.page-127-1,302,,Admin 1-11,,TRUE,,155,454,15,24,http://172.26.129.206:8080/jforum,8,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-11,text,TRUE,,161,455,15,24,http://172.26.129.206:8080/jforum/,14,0,0,,,,,,,Type38,,
1.74E+12,69,/jforum/jforum.page-127-3,200,,Admin 1-11,text,TRUE,,698,466,15,24,http://172.26.129.206:8080/jforum/install.jsp,69,0,9,,,,,,,Type38,,
1.74E+12,192,/jforum/forums/list.page-130,200,,Admin 1-4,text,TRUE,,12460,471,16,25,http://172.26.129.206:8080/jforum/forums/list.page,192,0,0,,,,,,,Type32,,
1.74E+12,186,/jforum/forums/list.page-130,200,,Admin 1-6,text,TRUE,,12554,471,16,25,http://172.26.129.206:8080/jforum/forums/list.page,186,0,0,,,,,,,Type32,,
1.74E+12,219,/jforum/forums/list.page-130,200,,Admin 1-5,text,TRUE,,12554,471,16,25,http://172.26.129.206:8080/jforum/forums/list.page,219,0,0,,,,,,,Type32,,
1.74E+12,153,/jforum/user/login.page-490,200,,Admin2 2-8,text,TRUE,,6785,552,9,25,http://172.26.129.206:8080/jforum/user/login.page,152,0,15,,,,,,,Type60,,
1.74E+12,179,/jforum/user/login.page-134,200,,Admin 1-3,text,TRUE,,6247,529,17,26,http://172.26.129.206:8080/jforum/user/login.page,179,0,0,,,,,,,Type60,,
1.74E+12,88,/jforum/ping_session.jsp-133,200,,Admin 1-4,text,TRUE,,543,527,17,26,http://172.26.129.206:8080/jforum/ping_session.jsp,88,0,0,,,,,,,Type41,,
1.74E+12,234,/jforum/user/login.page-490,200,,Admin2 2-6,text,TRUE,,6785,552,9,26,http://172.26.129.206:8080/jforum/user/login.page,234,0,15,,,,,,,Type60,,
1.74E+12,202,/jforum/user/login.page-490,200,,Admin2 2-7,text,TRUE,,6785,552,9,27,http://172.26.129.206:8080/jforum/user/login.page,201,0,7,,,,,,,Type60,,
1.74E+12,102,/jforum/ping_session.jsp-135,200,,Admin 1-2,text,TRUE,,543,526,18,27,http://172.26.129.206:8080/jforum/ping_session.jsp,102,0,0,,,,,,,Type41,,
1.74E+12,176,/jforum/forums/list.page-130,200,,Admin 1-7,text,TRUE,,12554,471,18,30,http://172.26.129.206:8080/jforum/forums/list.page,176,0,0,,,,,,,Type32,,
1.74E+12,128,/jforum/user/login.page-490,200,,Admin2 2-9,text,TRUE,,6785,552,12,30,http://172.26.129.206:8080/jforum/user/login.page,128,0,19,,,,,,,Type60,,
1.74E+12,21,/jforum/ping_session.jsp-491,200,,Admin2 2-7,text,TRUE,,543,546,12,31,http://172.26.129.206:8080/jforum/ping_session.jsp,21,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-133,200,,Admin 1-6,text,TRUE,,543,527,19,31,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-135,200,,Admin 1-3,text,TRUE,,543,526,19,31,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-133,200,,Admin 1-5,text,TRUE,,543,527,19,31,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,21,/jforum/ping_session.jsp-491,200,,Admin2 2-6,text,TRUE,,543,546,12,31,http://172.26.129.206:8080/jforum/ping_session.jsp,21,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-491,200,,Admin2 2-8,text,TRUE,,543,546,12,31,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,20,/jforum/ping_session.jsp-491,200,,Admin2 2-9,text,TRUE,,543,546,12,31,http://172.26.129.206:8080/jforum/ping_session.jsp,20,0,0,,,,,,,Type41,,
1.74E+12,22,/jforum/ping_session.jsp-133,200,,Admin 1-7,text,TRUE,,543,527,19,31,http://172.26.129.206:8080/jforum/ping_session.jsp,22,0,0,,,,,,,Type41,,
1.74E+12,345,/jforum/jforum.page-492,200,,Admin2 2-1,text,TRUE,,13241,1625,13,34,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=CHRX-JEV0-TRU4-FY02-3SYA-BVMK-OIF7-IMP9,191,0,0,,,,,,,Type38,,
1.74E+12,191,/jforum/jforum.page-492-0,302,,Admin2 2-1,,TRUE,,529,921,13,34,http://172.26.129.206:8080/jforum/jforum.page,191,0,0,,,,,,,Type38,,
1.74E+12,153,/jforum/jforum.page-492-1,200,,Admin2 2-1,text,TRUE,,12712,704,13,34,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=CHRX-JEV0-TRU4-FY02-3SYA-BVMK-OIF7-IMP9,153,0,0,,,,,,,Type38,,
1.74E+12,235,/jforum/ping_session.jsp-491,200,,Admin2 2-4,text,TRUE,,543,546,13,34,http://172.26.129.206:8080/jforum/ping_session.jsp,235,0,0,,,,,,,Type41,,
1.74E+12,229,/jforum/ping_session.jsp-491,200,,Admin2 2-3,text,TRUE,,543,546,13,34,http://172.26.129.206:8080/jforum/ping_session.jsp,229,0,0,,,,,,,Type41,,
1.74E+12,247,/jforum/ping_session.jsp-135,200,,Admin 1-1,text,TRUE,,543,526,20,35,http://172.26.129.206:8080/jforum/ping_session.jsp,247,0,0,,,,,,,Type41,,
1.74E+12,231,/jforum/jforum.page-127,200,,Admin 1-15,text,TRUE,,1235,1788,20,36,http://172.26.129.206:8080/jforum/install.jsp,137,0,7,,,,,,,Type38,,
1.74E+12,137,/jforum/jforum.page-127-0,302,,Admin 1-15,,TRUE,,221,413,20,36,http://172.26.129.206:8080/jforum/jforum.page,137,0,7,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page-127-1,302,,Admin 1-15,,TRUE,,155,454,20,36,http://172.26.129.206:8080/jforum,12,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-127-2,301,,Admin 1-15,text,TRUE,,161,455,20,36,http://172.26.129.206:8080/jforum/,15,0,0,,,,,,,Type38,,
1.74E+12,67,/jforum/jforum.page-127-3,200,,Admin 1-15,text,TRUE,,698,466,20,36,http://172.26.129.206:8080/jforum/install.jsp,66,0,24,,,,,,,Type38,,
1.74E+12,276,/jforum/jforum.page-127,200,,Admin 1-14,text,TRUE,,1235,1788,20,36,http://172.26.129.206:8080/jforum/install.jsp,179,0,9,,,,,,,Type38,,
1.74E+12,179,/jforum/jforum.page-127-0,302,,Admin 1-14,,TRUE,,221,413,20,36,http://172.26.129.206:8080/jforum/jforum.page,179,0,9,,,,,,,Type38,,
1.74E+12,11,/jforum/jforum.page-127-1,302,,Admin 1-14,,TRUE,,155,454,20,36,http://172.26.129.206:8080/jforum,11,0,0,,,,,,,Type38,,
1.74E+12,13,/jforum/jforum.page-127-2,301,,Admin 1-14,text,TRUE,,161,455,20,36,http://172.26.129.206:8080/jforum/,13,0,0,,,,,,,Type38,,
1.74E+12,73,/jforum/jforum.page-127-3,200,,Admin 1-14,text,TRUE,,698,466,20,36,http://172.26.129.206:8080/jforum/install.jsp,73,0,9,,,,,,,Type38,,
1.74E+12,201,/jforum/jforum.page-127,200,,Admin 1-16,text,TRUE,,1235,1788,21,37,http://172.26.129.206:8080/jforum/install.jsp,97,0,10,,,,,,,Type38,,
1.74E+12,97,/jforum/jforum.page-127-0,302,,Admin 1-16,,TRUE,,221,413,21,37,http://172.26.129.206:8080/jforum/jforum.page,97,0,10,,,,,,,Type38,,
1.74E+12,10,/jforum/jforum.page-127-1,302,,Admin 1-16,,TRUE,,155,454,21,37,http://172.26.129.206:8080/jforum,10,0,0,,,,,,,Type38,,
1.74E+12,18,/jforum/jforum.page-127-2,301,,Admin 1-16,text,TRUE,,161,455,21,37,http://172.26.129.206:8080/jforum/,18,0,0,,,,,,,Type38,,
1.74E+12,76,/jforum/jforum.page-127-3,200,,Admin 1-16,text,TRUE,,698,466,21,37,http://172.26.129.206:8080/jforum/install.jsp,76,0,23,,,,,,,Type38,,
1.74E+12,233,/jforum/ping_session.jsp-491,200,,Admin2 2-5,text,TRUE,,543,546,14,37,http://172.26.129.206:8080/jforum/ping_session.jsp,233,0,0,,,,,,,Type41,,
