timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,
1.74218E+12,174,/jforum/user/login.page-490,200,,Admin2 2-6,text,TRUE,,6785,552,10,32,http://172.26.129.206:8080/jforum/user/login.page,174,0,8,,
1.74218E+12,175,/jforum/user/login.page-490,200,,Admin2 2-5,text,TRUE,,6785,552,10,33,http://172.26.129.206:8080/jforum/user/login.page,175,0,8,,
1.74218E+12,181,/jforum/forums/list.page-130,200,,Admin 1-2,text,TRUE,,17118,471,12,34,http://172.26.129.206:8080/jforum/forums/list.page,175,0,0,,
1.74218E+12,118,/jforum/user/login.page-490,200,,Admin2 2-8,text,TRUE,,6785,552,10,35,http://172.26.129.206:8080/jforum/user/login.page,117,0,6,,
1.74218E+12,16,/jforum/ping_session.jsp-289,200,,user1 3-2,text,TRUE,,543,526,5,36,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,
1.74218E+12,16,/jforum/ping_session.jsp-367,200,,user2 4-1,text,TRUE,,543,527,4,36,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,
1.74218E+12,17,/jforum/ping_session.jsp-289,200,,user1 3-1,text,TRUE,,543,526,5,36,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,
1.74218E+12,17,/jforum/ping_session.jsp-491,200,,Admin2 2-7,text,TRUE,,543,546,11,36,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,
1.74218E+12,16,/jforum/ping_session.jsp-491,200,,Admin2 2-6,text,TRUE,,543,546,11,36,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,
1.74218E+12,16,/jforum/ping_session.jsp-491,200,,Admin2 2-5,text,TRUE,,543,546,11,36,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,
1.74218E+12,17,/jforum/ping_session.jsp-491,200,,Admin2 2-4,text,TRUE,,543,546,11,36,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,
1.74218E+12,17,/jforum/ping_session.jsp-133,200,,Admin 1-1,text,TRUE,,543,527,13,36,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,
1.74218E+12,19,/jforum/ping_session.jsp-133,200,,Admin 1-2,text,TRUE,,543,527,13,36,http://172.26.129.206:8080/jforum/ping_session.jsp,19,0,0,,
1.74218E+12,16,/jforum/ping_session.jsp-491,200,,Admin2 2-8,text,TRUE,,543,546,11,36,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,
1.74218E+12,118,/jforum/user/login.page-288,200,,user1 3-3,text,TRUE,,6785,532,6,39,http://172.26.129.206:8080/jforum/user/login.page,117,0,6,,
1.74218E+12,127,/jforum/-281,200,,User1N 5-1,text,TRUE,,940,908,4,39,http://172.26.129.206:8080/jforum/install.jsp,19,0,6,,
1.74218E+12,19,/jforum/-281-0,301,,User1N 5-1,text,TRUE,,242,422,4,39,http://172.26.129.206:8080/jforum/,19,0,6,,
1.74218E+12,108,/jforum/-281-1,200,,User1N 5-1,text,TRUE,,698,486,4,39,http://172.26.129.206:8080/jforum/install.jsp,108,0,72,,
1.74218E+12,125,/jforum/user/insert.page-366,200,,user2 4-2,text,TRUE,,7082,533,5,39,http://172.26.129.206:8080/jforum/user/insert.page,124,0,7,,
1.74218E+12,224,/jforum/ping_session.jsp-491,200,,Admin2 2-2,text,TRUE,,543,546,11,40,http://172.26.129.206:8080/jforum/ping_session.jsp,224,0,0,,
1.74218E+12,224,/jforum/ping_session.jsp-491,200,,Admin2 2-1,text,TRUE,,543,546,11,40,http://172.26.129.206:8080/jforum/ping_session.jsp,224,0,0,,
1.74218E+12,16,/jforum/ping_session.jsp-289,200,,user1 3-3,text,TRUE,,543,526,6,41,http://172.26.129.206:8080/jforum/ping_session.jsp,16,0,0,,
1.74218E+12,18,/jforum/ping_session.jsp-367,200,,user2 4-2,text,TRUE,,543,527,5,41,http://172.26.129.206:8080/jforum/ping_session.jsp,18,0,0,,
1.74218E+12,405,/jforum/jforum.page-127,200,,Admin 1-4,text,TRUE,,1235,1788,14,41,http://172.26.129.206:8080/jforum/install.jsp,91,0,6,,
1.74218E+12,91,/jforum/jforum.page-127-0,302,,Admin 1-4,,TRUE,,221,413,14,41,http://172.26.129.206:8080/jforum/jforum.page,91,0,6,,
1.74218E+12,243,/jforum/jforum.page-127-1,302,,Admin 1-4,,TRUE,,155,454,14,41,http://172.26.129.206:8080/jforum,243,0,0,,
1.74218E+12,247,/jforum/jforum.page-127,200,,Admin 1-7,text,TRUE,,1235,1788,14,41,http://172.26.129.206:8080/jforum/install.jsp,103,0,10,,
1.74218E+12,16,/jforum/jforum.page-127-2,301,,Admin 1-4,text,TRUE,,161,455,14,41,http://172.26.129.206:8080/jforum/,16,0,0,,
1.74218E+12,103,/jforum/jforum.page-127-0,302,,Admin 1-7,,TRUE,,221,413,14,41,http://172.26.129.206:8080/jforum/jforum.page,103,0,10,,
1.74218E+12,55,/jforum/jforum.page-127-3,200,,Admin 1-4,text,TRUE,,698,466,14,41,http://172.26.129.206:8080/jforum/install.jsp,54,0,8,,
1.74218E+12,75,/jforum/jforum.page-127-1,302,,Admin 1-7,,TRUE,,155,454,14,41,http://172.26.129.206:8080/jforum,75,0,0,,
1.74218E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-7,text,TRUE,,161,455,14,41,http://172.26.129.206:8080/jforum/,14,0,0,,
1.74218E+12,55,/jforum/jforum.page-127-3,200,,Admin 1-7,text,TRUE,,698,466,14,41,http://172.26.129.206:8080/jforum/install.jsp,55,0,9,,
1.74218E+12,463,/jforum/jforum.page-127,200,,Admin 1-3,text,TRUE,,1235,1788,14,41,http://172.26.129.206:8080/jforum/install.jsp,142,0,56,,
1.74218E+12,142,/jforum/jforum.page-127-0,302,,Admin 1-3,,TRUE,,221,413,14,41,http://172.26.129.206:8080/jforum/jforum.page,142,0,56,,
1.74218E+12,250,/jforum/jforum.page-127-1,302,,Admin 1-3,,TRUE,,155,454,14,41,http://172.26.129.206:8080/jforum,250,0,0,,
1.74218E+12,16,/jforum/jforum.page-127-2,301,,Admin 1-3,text,TRUE,,161,455,14,41,http://172.26.129.206:8080/jforum/,16,0,0,,
1.74218E+12,55,/jforum/jforum.page-127-3,200,,Admin 1-3,text,TRUE,,698,466,14,41,http://172.26.129.206:8080/jforum/install.jsp,55,0,8,,
1.74218E+12,238,/jforum/jforum.page-127,200,,Admin 1-9,text,TRUE,,1235,1788,14,44,http://172.26.129.206:8080/jforum/install.jsp,154,0,11,,
1.74218E+12,82,/jforum/-281,200,,User1N 5-2,text,TRUE,,940,908,5,44,http://172.26.129.206:8080/jforum/install.jsp,27,0,12,,
1.74218E+12,154,/jforum/jforum.page-127-0,302,,Admin 1-9,,TRUE,,221,413,14,44,http://172.26.129.206:8080/jforum/jforum.page,154,0,11,,
1.74218E+12,27,/jforum/-281-0,301,,User1N 5-2,text,TRUE,,242,422,5,44,http://172.26.129.206:8080/jforum/,27,0,12,,
1.74218E+12,8,/jforum/jforum.page-127-1,302,,Admin 1-9,,TRUE,,155,454,14,44,http://172.26.129.206:8080/jforum,8,0,0,,
1.74218E+12,55,/jforum/-281-1,200,,User1N 5-2,text,TRUE,,698,486,5,44,http://172.26.129.206:8080/jforum/install.jsp,55,0,7,,
1.74218E+12,16,/jforum/jforum.page-127-2,301,,Admin 1-9,text,TRUE,,161,455,14,44,http://172.26.129.206:8080/jforum/,15,0,0,,
1.74218E+12,60,/jforum/jforum.page-127-3,200,,Admin 1-9,text,TRUE,,698,466,14,44,http://172.26.129.206:8080/jforum/install.jsp,60,0,8,,
1.74218E+12,138,/jforum/-281,200,,User1N 5-3,text,TRUE,,940,908,5,50,http://172.26.129.206:8080/jforum/install.jsp,22,0,7,,
1.74218E+12,22,/jforum/-281-0,301,,User1N 5-3,text,TRUE,,242,422,5,50,http://172.26.129.206:8080/jforum/,22,0,7,,
1.74218E+12,115,/jforum/-281-1,200,,User1N 5-3,text,TRUE,,698,486,5,50,http://172.26.129.206:8080/jforum/install.jsp,115,0,8,,
1.74218E+12,254,/jforum/jforum.page-127,200,,Admin 1-10,text,TRUE,,1235,1788,16,50,http://172.26.129.206:8080/jforum/install.jsp,112,0,6,,
1.74218E+12,112,/jforum/jforum.page-127-0,302,,Admin 1-10,,TRUE,,221,413,16,50,http://172.26.129.206:8080/jforum/jforum.page,112,0,6,,
1.74218E+12,16,/jforum/jforum.page-127-1,302,,Admin 1-10,,TRUE,,155,454,16,50,http://172.26.129.206:8080/jforum,16,0,0,,
1.74218E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-10,text,TRUE,,161,455,16,50,http://172.26.129.206:8080/jforum/,14,0,0,,
1.74218E+12,111,/jforum/jforum.page-127-3,200,,Admin 1-10,text,TRUE,,698,466,16,50,http://172.26.129.206:8080/jforum/install.jsp,111,0,7,,
1.74218E+12,112,/jforum/-281,200,,User1N 5-4,text,TRUE,,940,908,5,50,http://172.26.129.206:8080/jforum/install.jsp,20,0,6,,
1.74218E+12,20,/jforum/-281-0,301,,User1N 5-4,text,TRUE,,242,422,5,50,http://172.26.129.206:8080/jforum/,20,0,6,,
1.74218E+12,91,/jforum/-281-1,200,,User1N 5-4,text,TRUE,,698,486,5,50,http://172.26.129.206:8080/jforum/install.jsp,91,0,7,,
1.74218E+12,256,/jforum/forums/list.page-283,200,,User1N 5-4,text,TRUE,,17676,491,6,52,http://172.26.129.206:8080/jforum/forums/list.page,256,0,0,,
1.74218E+12,324,/jforum/user/insert.page-366,200,,user2 4-6,text,TRUE,,7082,533,8,53,http://172.26.129.206:8080/jforum/user/insert.page,324,0,9,,
1.74218E+12,261,/jforum/forums/list.page-283,200,,User1N 5-3,text,TRUE,,17676,491,7,59,http://172.26.129.206:8080/jforum/forums/list.page,261,0,0,,
1.74218E+12,365,/jforum/user/insert.page-366,200,,user2 4-5,text,TRUE,,7082,533,9,59,http://172.26.129.206:8080/jforum/user/insert.page,365,0,8,,
1.74218E+12,350,/jforum/jforum.page-290,200,,user1 3-3,text,TRUE,,6379,903,10,59,http://172.26.129.206:8080/jforum/jforum.page,350,0,0,,
1.74218E+12,265,/jforum/user/login.page-490,200,,Admin2 2-14,text,TRUE,,6785,552,16,60,http://172.26.129.206:8080/jforum/user/login.page,265,0,8,,
1.74218E+12,400,/jforum/user/insert.page-366,200,,user2 4-3,text,TRUE,,7082,533,9,60,http://172.26.129.206:8080/jforum/user/insert.page,400,0,6,,
1.74218E+12,532,/jforum/jforum.page-492,200,,Admin2 2-3,text,TRUE,,17991,1625,16,61,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=EOM3-J9JW-3XKZ-G1Y2-U0WR-R1VD-EGN2-B64E,134,0,0,,
1.74218E+12,134,/jforum/jforum.page-492-0,302,,Admin2 2-3,,TRUE,,529,921,16,61,http://172.26.129.206:8080/jforum/jforum.page,134,0,0,,
1.74218E+12,398,/jforum/jforum.page-492-1,200,,Admin2 2-3,text,TRUE,,17462,704,16,61,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=EOM3-J9JW-3XKZ-G1Y2-U0WR-R1VD-EGN2-B64E,397,0,0,,
1.74218E+12,378,/jforum/user/login.page-134,200,,Admin 1-2,text,TRUE,,6247,529,18,62,http://172.26.129.206:8080/jforum/user/login.page,378,0,0,,
1.74218E+12,288,/jforum/user/insert.page-366,200,,user2 4-7,text,TRUE,,7082,533,10,64,http://172.26.129.206:8080/jforum/user/insert.page,288,0,8,,
1.74218E+12,386,/jforum/user/login.page-134,200,,Admin 1-1,text,TRUE,,6247,529,18,64,http://172.26.129.206:8080/jforum/user/login.page,386,0,0,,
1.74218E+12,349,/jforum/user/login.page-490,200,,Admin2 2-12,text,TRUE,,6785,552,16,64,http://172.26.129.206:8080/jforum/user/login.page,349,0,7,,
1.74218E+12,287,/jforum/user/login.page-288,200,,user1 3-8,text,TRUE,,6785,532,11,64,http://172.26.129.206:8080/jforum/user/login.page,287,0,7,,
1.74218E+12,328,/jforum/user/login.page-288,200,,user1 3-7,text,TRUE,,6785,532,11,64,http://172.26.129.206:8080/jforum/user/login.page,328,0,9,,
1.74218E+12,388,/jforum/jforum.page-290,200,,user1 3-2,text,TRUE,,6379,903,11,64,http://172.26.129.206:8080/jforum/jforum.page,388,0,0,,
1.74218E+12,311,/jforum/user/login.page-490,200,,Admin2 2-13,text,TRUE,,6785,552,16,64,http://172.26.129.206:8080/jforum/user/login.page,311,0,6,,
1.74218E+12,368,/jforum/user/login.page-288,200,,user1 3-6,text,TRUE,,6785,532,11,65,http://172.26.129.206:8080/jforum/user/login.page,368,0,7,,
1.74218E+12,404,/jforum/user/insert.page-366,200,,user2 4-4,text,TRUE,,7082,533,10,66,http://172.26.129.206:8080/jforum/user/insert.page,404,0,8,,
1.74218E+12,404,/jforum/user/login.page-288,200,,user1 3-5,text,TRUE,,6785,532,12,69,http://172.26.129.206:8080/jforum/user/login.page,404,0,7,,
1.74218E+12,472,/jforum/user/login.page-490,200,,Admin2 2-9,text,TRUE,,6785,552,17,69,http://172.26.129.206:8080/jforum/user/login.page,472,0,75,,
1.74218E+12,403,/jforum/user/login.page-288,200,,user1 3-4,text,TRUE,,6785,532,12,69,http://172.26.129.206:8080/jforum/user/login.page,403,0,6,,
1.74218E+12,394,/jforum/user/login.page-490,200,,Admin2 2-11,text,TRUE,,6785,552,18,70,http://172.26.129.206:8080/jforum/user/login.page,394,0,7,,
1.74218E+12,405,/jforum/user/login.page-490,200,,Admin2 2-10,text,TRUE,,6785,552,18,75,http://172.26.129.206:8080/jforum/user/login.page,405,0,8,,
1.74218E+12,390,/jforum/jforum.page-290,200,,user1 3-1,text,TRUE,,6379,903,13,76,http://172.26.129.206:8080/jforum/jforum.page,390,0,0,,
1.74218E+12,721,/jforum/jforum.page-127,200,,Admin 1-5,text,TRUE,,1235,1788,22,83,http://172.26.129.206:8080/jforum/install.jsp,137,0,5,,
1.74218E+12,137,/jforum/jforum.page-127-0,302,,Admin 1-5,,TRUE,,221,413,22,83,http://172.26.129.206:8080/jforum/jforum.page,137,0,5,,
1.74218E+12,222,/jforum/jforum.page-127-1,302,,Admin 1-5,,TRUE,,155,454,22,83,http://172.26.129.206:8080/jforum,222,0,0,,
1.74218E+12,681,/jforum/jforum.page-127,200,,Admin 1-6,text,TRUE,,1235,1788,22,83,http://172.26.129.206:8080/jforum/install.jsp,97,0,6,,
1.74218E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-5,text,TRUE,,161,455,22,83,http://172.26.129.206:8080/jforum/,14,0,0,,
1.74218E+12,97,/jforum/jforum.page-127-0,302,,Admin 1-6,,TRUE,,221,413,22,83,http://172.26.129.206:8080/jforum/jforum.page,97,0,6,,
1.74218E+12,347,/jforum/jforum.page-127-3,200,,Admin 1-5,text,TRUE,,698,466,22,83,http://172.26.129.206:8080/jforum/install.jsp,347,0,9,,
1.74218E+12,217,/jforum/jforum.page-127-1,302,,Admin 1-6,,TRUE,,155,454,22,83,http://172.26.129.206:8080/jforum,217,0,0,,
1.74218E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-6,text,TRUE,,161,455,22,83,http://172.26.129.206:8080/jforum/,14,0,0,,
1.74218E+12,353,/jforum/jforum.page-127-3,200,,Admin 1-6,text,TRUE,,698,466,22,83,http://172.26.129.206:8080/jforum/install.jsp,353,0,15,,
1.74218E+12,332,/jforum/forums/list.page-283,200,,User1N 5-2,text,TRUE,,17769,491,13,87,http://172.26.129.206:8080/jforum/forums/list.page,316,0,0,,
1.74218E+12,24,/jforum/ping_session.jsp-367,200,,user2 4-5,text,TRUE,,543,527,14,89,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,
1.74218E+12,25,/jforum/templates/default/styles/style.css-286,200,,User1N 5-4,text,TRUE,,11958,444,13,89,http://172.26.129.206:8080/jforum/templates/default/styles/style.css,25,0,0,,
1.74218E+12,27,/jforum/ping_session.jsp-367,200,,user2 4-6,text,TRUE,,543,527,14,89,http://172.26.129.206:8080/jforum/ping_session.jsp,27,0,0,,
1.74218E+12,27,/jforum/templates/default/styles/style.css-286,200,,User1N 5-3,text,TRUE,,11958,444,13,90,http://172.26.129.206:8080/jforum/templates/default/styles/style.css,27,0,0,,
1.74218E+12,26,/jforum/ping_session.jsp-491,200,,Admin2 2-14,text,TRUE,,543,546,21,90,http://172.26.129.206:8080/jforum/ping_session.jsp,26,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-367,200,,user2 4-7,text,TRUE,,543,527,14,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-367,200,,user2 4-3,text,TRUE,,543,527,14,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,24,/jforum/ping_session.jsp-289,200,,user1 3-8,text,TRUE,,543,526,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-135,200,,Admin 1-1,text,TRUE,,543,526,23,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,24,/jforum/ping_session.jsp-289,200,,user1 3-7,text,TRUE,,543,526,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-135,200,,Admin 1-2,text,TRUE,,543,526,23,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-491,200,,Admin2 2-12,text,TRUE,,543,546,21,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,27,/jforum/ping_session.jsp-291,200,,user1 3-3,text,TRUE,,543,522,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,27,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-491,200,,Admin2 2-13,text,TRUE,,543,546,21,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,25,/jforum/ping_session.jsp-289,200,,user1 3-6,text,TRUE,,543,526,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,26,/jforum/ping_session.jsp-367,200,,user2 4-4,text,TRUE,,543,527,14,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,27,/jforum/ping_session.jsp-291,200,,user1 3-2,text,TRUE,,543,522,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,26,0,0,,
1.74218E+12,27,/jforum/ping_session.jsp-289,200,,user1 3-4,text,TRUE,,543,526,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,
1.74218E+12,28,/jforum/ping_session.jsp-289,200,,user1 3-5,text,TRUE,,543,526,15,90,http://172.26.129.206:8080/jforum/ping_session.jsp,28,0,0,,
1.74218E+12,29,/jforum/ping_session.jsp-491,200,,Admin2 2-9,text,TRUE,,543,546,21,90,http://172.26.129.206:8080/jforum/ping_session.jsp,29,0,0,,
1.74218E+12,30,/jforum/ping_session.jsp-491,200,,Admin2 2-11,text,TRUE,,543,546,21,90,http://172.26.129.206:8080/jforum/ping_session.jsp,30,0,0,,
1.74218E+12,30,/jforum/ping_session.jsp-291,200,,user1 3-1,text,TRUE,,543,522,16,93,http://172.26.129.206:8080/jforum/ping_session.jsp,30,0,0,,
1.74218E+12,31,/jforum/ping_session.jsp-491,200,,Admin2 2-10,text,TRUE,,543,546,21,93,http://172.26.129.206:8080/jforum/ping_session.jsp,31,0,0,,
1.74218E+12,26,/jforum/templates/default/styles/style.css-286,200,,User1N 5-2,text,TRUE,,11958,444,14,93,http://172.26.129.206:8080/jforum/templates/default/styles/style.css,23,0,0,,
1.74218E+12,413,/jforum/forums/list.page-283,200,,User1N 5-1,text,TRUE,,17769,491,14,96,http://172.26.129.206:8080/jforum/forums/list.page,404,0,0,,
1.74218E+12,32,/jforum/templates/default/styles/en_US.css-287,200,,User1N 5-4,text,TRUE,,310,444,14,98,http://172.26.129.206:8080/jforum/templates/default/styles/en_US.css,32,0,0,,
1.74218E+12,38,/jforum/templates/default/styles/en_US.css-287,200,,User1N 5-3,text,TRUE,,310,444,14,98,http://172.26.129.206:8080/jforum/templates/default/styles/en_US.css,38,0,0,,
1.74218E+12,41,/jforum/templates/default/styles/en_US.css-287,200,,User1N 5-2,text,TRUE,,310,444,15,102,http://172.26.129.206:8080/jforum/templates/default/styles/en_US.css,40,0,0,,
1.74218E+12,36,/jforum/templates/default/styles/style.css-286,200,,User1N 5-1,text,TRUE,,11958,444,15,103,http://172.26.129.206:8080/jforum/templates/default/styles/style.css,31,0,0,,
1.74218E+12,44,/jforum/templates/default/images/logo.jpg-288,200,,User1N 5-4,bin,TRUE,,25953,497,15,104,http://172.26.129.206:8080/jforum/templates/default/images/logo.jpg,33,0,0,,
1.74218E+12,47,/jforum/templates/default/images/logo.jpg-288,200,,User1N 5-3,bin,TRUE,,25953,497,15,106,http://172.26.129.206:8080/jforum/templates/default/images/logo.jpg,37,0,0,,
1.74218E+12,431,/jforum/-129,200,,Admin 1-9,text,TRUE,,859,977,25,108,http://172.26.129.206:8080/jforum/install.jsp,57,0,0,,
1.74218E+12,57,/jforum/-129-0,301,,Admin 1-9,text,TRUE,,161,511,25,108,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,57,0,0,,
1.74218E+12,374,/jforum/-129-1,200,,Admin 1-9,text,TRUE,,698,466,25,108,http://172.26.129.206:8080/jforum/install.jsp,374,0,267,,
1.74218E+12,36,/jforum/templates/default/styles/en_US.css-287,200,,User1N 5-1,text,TRUE,,310,444,16,108,http://172.26.129.206:8080/jforum/templates/default/styles/en_US.css,36,0,0,,
1.74218E+12,24,/jforum/templates/default/images/icon_mini_search.gif-289,200,,User1N 5-4,bin,TRUE,,482,509,16,108,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_search.gif,24,0,0,,
1.74218E+12,455,/jforum/-281,200,,User1N 5-5,text,TRUE,,940,908,16,108,http://172.26.129.206:8080/jforum/install.jsp,335,0,11,,
1.74218E+12,335,/jforum/-281-0,301,,User1N 5-5,text,TRUE,,242,422,16,108,http://172.26.129.206:8080/jforum/,335,0,11,,
1.74218E+12,120,/jforum/-281-1,200,,User1N 5-5,text,TRUE,,698,486,16,108,http://172.26.129.206:8080/jforum/install.jsp,120,0,18,,
1.74218E+12,390,/jforum/-129,200,,Admin 1-10,text,TRUE,,859,977,25,108,http://172.26.129.206:8080/jforum/install.jsp,267,0,0,,
1.74218E+12,267,/jforum/-129-0,301,,Admin 1-10,text,TRUE,,161,511,25,108,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,267,0,0,,
1.74218E+12,123,/jforum/-129-1,200,,Admin 1-10,text,TRUE,,698,466,25,108,http://172.26.129.206:8080/jforum/install.jsp,123,0,19,,
1.74218E+12,130,/jforum/-281,200,,User1N 5-12,text,TRUE,,940,908,16,108,http://172.26.129.206:8080/jforum/install.jsp,36,0,15,,
