timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,,elapsed,latency
1.74E+12,33,/jforum/jforum.page-127-3,200,,Admin 1-4,text,TRUE,,17118,471,5,5,http://172.26.129.206:8080/jforum/forums/list.page,27,0,7,,,,,/jforum/forums/show/,Type34,Type38,109.8026667,96.94133333
1.74E+12,9,/jforum/ping_session.jsp-135,200,,Admin 1-2,text,TRUE,,543,526,5,5,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,/jforum/forums/watchForum/,Type35,Type41,127.82,127.74
1.74E+12,41,/jforum/-129,200,,Admin 1-3,text,TRUE,,17284,982,5,5,http://172.26.129.206:8080/jforum/forums/list.page,10,0,0,,,,,/jforum/hottestTopics/list,Type36,Type1,45.728,41.46
1.74E+12,10,/jforum/-129-0,301,,Admin 1-3,text,TRUE,,166,511,5,5,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,10,0,0,,,,,/jforum/images/,Type37,Type1,47.64717949,47.58358974
1.74E+12,30,/jforum/-129-1,200,,Admin 1-3,text,TRUE,,17118,471,5,5,http://172.26.129.206:8080/jforum/forums/list.page,24,0,9,,,,,/jforum/jforum,Type38,Type1,219.2515485,127.4967033
1.74E+12,14,/jforum/jforum.page-139,200,,Admin 1-1,text,TRUE,,6379,842,5,5,http://172.26.129.206:8080/jforum/jforum.page,13,0,0,,,,,/jforum/js/list/moderation,Type39,Type38,92.024,91.96
1.74E+12,9,/jforum/ping_session.jsp-140,200,,Admin 1-1,text,TRUE,,543,522,6,6,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,/jforum/moderation/showActivityLog,Type40,Type41,115,95.92
1.74E+12,20,/jforum/forums/list.page-143,200,,Admin 1-2,text,TRUE,,17118,525,6,6,http://172.26.129.206:8080/jforum/forums/list.page,14,0,0,,,,,/jforum/ping_session,Type41,Type32,82.20866551,81.99220104
1.74E+12,22,/jforum/forums/list.page-130,200,,Admin 1-3,text,TRUE,,17118,471,6,6,http://172.26.129.206:8080/jforum/forums/list.page,15,0,0,,,,,/jforum/pm/findUser,Type42,Type32,39.6,39.57333333
1.74E+12,34,/jforum/-129,200,,Admin 1-4,text,TRUE,,17284,982,6,6,http://172.26.129.206:8080/jforum/forums/list.page,7,0,0,,,,,/jforum/pm/inbox,Type43,Type1,89.93714286,84.34857143
1.74E+12,8,/jforum/-129-0,301,,Admin 1-4,text,TRUE,,166,511,6,6,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,7,0,0,,,,,/jforum/pm/send,Type44,Type1,75.68,73.82666667
1.74E+12,26,/jforum/-129-1,200,,Admin 1-4,text,TRUE,,17118,471,6,6,http://172.26.129.206:8080/jforum/forums/list.page,20,0,6,,,,,/jforum/posts/edit/,Type45,Type1,42.92,29.96
1.74E+12,9,/jforum/ping_session.jsp-133,200,,Admin 1-3,text,TRUE,,543,527,6,6,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,/jforum/posts/insert/,Type46,Type41,89.512,66.768
1.74E+12,15,/jforum/jforum.page-139,200,,Admin 1-2,text,TRUE,,6379,842,6,6,http://172.26.129.206:8080/jforum/jforum.page,14,0,0,,,,,/jforum/posts/list/,Type47,Type38,140.6909091,123.4145455
1.74E+12,63,/jforum/jforum.page-127,200,,Admin 1-5,text,TRUE,,17660,1793,6,6,http://172.26.129.206:8080/jforum/forums/list.page,17,0,9,,,,,/jforum/posts/listByUser/,Type48,Type38,88.02857143,80.95428571
1.74E+12,17,/jforum/jforum.page-127-0,302,,Admin 1-5,,TRUE,,221,413,6,6,http://172.26.129.206:8080/jforum/jforum.page,17,0,9,,,,,/jforum/posts/preList/,Type49,Type38,142.2933333,84.54666667
1.74E+12,8,/jforum/jforum.page-127-1,302,,Admin 1-5,,TRUE,,155,454,6,6,http://172.26.129.206:8080/jforum,8,0,0,,,,,/jforum/posts/reply/,Type50,Type38,141.99,97.07
1.74E+12,7,/jforum/jforum.page-127-2,301,,Admin 1-5,text,TRUE,,166,455,6,6,http://172.26.129.206:8080/jforum/,7,0,0,,,,,/jforum/posts/review/,Type51,Type38,59.8,58.304
1.74E+12,31,/jforum/jforum.page-127-3,200,,Admin 1-5,text,TRUE,,17118,471,6,6,http://172.26.129.206:8080/jforum/forums/list.page,23,0,7,,,,,/jforum/posts/watch/,Type52,Type38,197.26,158.1
1.74E+12,8,/jforum/ping_session.jsp-140,200,,Admin 1-2,text,TRUE,,543,522,6,6,http://172.26.129.206:8080/jforum/ping_session.jsp,8,0,0,,,,,/jforum/recentTopics/list,Type53,Type41,75.44857143,70.16285714
1.74E+12,15,/jforum/user/login.page-134,200,,Admin 1-3,text,TRUE,,6247,529,7,7,http://172.26.129.206:8080/jforum/user/login.page,14,0,0,,,,,/jforum/templates/default/,Type54,Type60,94.73822785,89.54278481
1.74E+12,22,/jforum/forums/list.page-130,200,,Admin 1-4,text,TRUE,,17211,471,7,7,http://172.26.129.206:8080/jforum/forums/list.page,15,0,0,,,,,/jforum/topDownloads/list,Type55,Type32,83.88,74.16
1.74E+12,37,/jforum/jforum.page-141,200,,Admin 1-1,text,TRUE,,17805,1517,7,7,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=2AD4-LJ8L-YNIB-0EGK-H3NT-UB6Q-9NQE-01SC,15,0,0,,,,,/jforum/user/acceptAgreement,Type56,Type38,161.8355556,110.72
1.74E+12,15,/jforum/jforum.page-141-0,302,,Admin 1-1,,TRUE,,529,837,7,7,http://172.26.129.206:8080/jforum/jforum.page,15,0,0,,,,,/jforum/user/edit/,Type57,Type38,76.74666667,66.49333333
1.74E+12,21,/jforum/jforum.page-141-1,200,,Admin 1-1,text,TRUE,,17276,680,7,7,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=2AD4-LJ8L-YNIB-0EGK-H3NT-UB6Q-9NQE-01SC,14,0,0,,,,,/jforum/user/insert,Type58,Type38,151.3142857,149.0514286
1.74E+12,8,/jforum/ping_session.jsp-135,200,,Admin 1-3,text,TRUE,,543,526,7,8,http://172.26.129.206:8080/jforum/ping_session.jsp,8,0,0,,,,,/jforum/user/list,Type59,Type41,149.24,126.36
1.74E+12,102,/jforum/-129,200,,Admin 1-5,text,TRUE,,17470,982,7,8,http://172.26.129.206:8080/jforum/forums/list.page,7,0,0,,,,,/jforum/user/login,Type60,Type1,158.795082,158.057377
1.74E+12,79,/jforum/forums/list.page-143,200,,Admin 1-3,text,TRUE,,17304,525,7,8,http://172.26.129.206:8080/jforum/forums/list.page,79,0,0,,,,,/jforum/user/logout,Type61,Type32,88.41333333,53.1
1.74E+12,7,/jforum/-129-0,301,,Admin 1-5,text,TRUE,,166,511,7,8,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,7,0,0,,,,,/jforum/user/profile/,Type62,Type1,125.7066667,111.08
1.74E+12,95,/jforum/-129-1,200,,Admin 1-5,text,TRUE,,17304,471,7,8,http://172.26.129.206:8080/jforum/forums/list.page,95,0,10,,,,,user/registration,Type63,Type1,210.16,143.24
1.74E+12,128,/jforum/jforum.page-127,200,,Admin 1-6,text,TRUE,,17846,1793,7,9,http://172.26.129.206:8080/jforum/forums/list.page,16,0,8,,,,,,,Type38,,
1.74E+12,16,/jforum/jforum.page-127-0,302,,Admin 1-6,,TRUE,,221,413,7,9,http://172.26.129.206:8080/jforum/jforum.page,16,0,8,,,,,,,Type38,,
1.74E+12,7,/jforum/jforum.page-127-1,302,,Admin 1-6,,TRUE,,155,454,7,9,http://172.26.129.206:8080/jforum,7,0,0,,,,,,,Type38,,
1.74E+12,8,/jforum/jforum.page-127-2,301,,Admin 1-6,text,TRUE,,166,455,7,9,http://172.26.129.206:8080/jforum/,8,0,0,,,,,,,Type38,,
1.74E+12,97,/jforum/jforum.page-127-3,200,,Admin 1-6,text,TRUE,,17304,471,7,9,http://172.26.129.206:8080/jforum/forums/list.page,97,0,12,,,,,,,Type38,,
1.74E+12,83,/jforum/templates/default/images/icon_mini_members.gif-146,200,,Admin 1-1,bin,TRUE,,468,506,9,10,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_members.gif,83,0,0,,,,,,,Type54,,
1.74E+12,85,/jforum/ping_session.jsp-133,200,,Admin 1-4,text,TRUE,,543,527,9,10,http://172.26.129.206:8080/jforum/ping_session.jsp,85,0,0,,,,,,,Type41,,
1.74E+12,9,/jforum/ping_session.jsp-147,200,,Admin 1-1,text,TRUE,,543,543,9,10,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/user/login.page-134,200,,Admin 1-4,text,TRUE,,6247,529,9,10,http://172.26.129.206:8080/jforum/user/login.page,12,0,0,,,,,,,Type60,,
1.74E+12,97,/jforum/user/login.page-490,200,,Admin2 2-1,text,TRUE,,6785,552,1,10,http://172.26.129.206:8080/jforum/user/login.page,96,0,80,,,,,,,Type60,,
1.74E+12,17,/jforum/jforum.page-139,200,,Admin 1-3,text,TRUE,,6379,842,9,10,http://172.26.129.206:8080/jforum/jforum.page,16,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/recentTopics/list.page-151,200,,Admin 1-1,text,TRUE,,8422,552,9,10,http://172.26.129.206:8080/jforum/recentTopics/list.page,10,0,0,,,,,,,Type53,,
1.74E+12,25,/jforum/forums/list.page-130,200,,Admin 1-5,text,TRUE,,17304,471,9,10,http://172.26.129.206:8080/jforum/forums/list.page,18,0,0,,,,,,,Type32,,
1.74E+12,120,/jforum/jforum.page-141,200,,Admin 1-2,text,TRUE,,17898,1517,9,10,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=GXNJ-YVI7-NRDU-DUWT-3HCE-JGPF-4D3H-EHOL,95,0,0,,,,,,,Type38,,
1.74E+12,95,/jforum/jforum.page-141-0,302,,Admin 1-2,,TRUE,,529,837,9,10,http://172.26.129.206:8080/jforum/jforum.page,95,0,0,,,,,,,Type38,,
1.74E+12,24,/jforum/jforum.page-141-1,200,,Admin 1-2,text,TRUE,,17369,680,9,10,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=GXNJ-YVI7-NRDU-DUWT-3HCE-JGPF-4D3H-EHOL,17,0,0,,,,,,,Type38,,
1.74E+12,46,/jforum/user/login.page-490,200,,Admin2 2-4,text,TRUE,,6785,552,5,16,http://172.26.129.206:8080/jforum/user/login.page,46,0,7,,,,,,,Type60,,
1.74E+12,45,/jforum/user/login.page-490,200,,Admin2 2-5,text,TRUE,,6785,552,6,18,http://172.26.129.206:8080/jforum/user/login.page,45,0,6,,,,,,,Type60,,
1.74E+12,8,/jforum/ping_session.jsp-491,200,,Admin2 2-5,text,TRUE,,543,546,6,18,http://172.26.129.206:8080/jforum/ping_session.jsp,8,0,0,,,,,,,Type41,,
1.74E+12,21,/jforum/user/login.page-490,200,,Admin2 2-6,text,TRUE,,6785,552,6,18,http://172.26.129.206:8080/jforum/user/login.page,20,0,8,,,,,,,Type60,,
1.74E+12,9,/jforum/ping_session.jsp-491,200,,Admin2 2-6,text,TRUE,,543,546,6,18,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,,,Type41,,
1.74E+12,18,/jforum/user/login.page-490,200,,Admin2 2-7,text,TRUE,,6785,552,7,20,http://172.26.129.206:8080/jforum/user/login.page,17,0,7,,,,,,,Type60,,
1.74E+12,42,/jforum/jforum.page-492,200,,Admin2 2-5,text,TRUE,,17991,1625,7,20,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=NHFF-01AI-C612-HKJD-UVTR-MP57-S4B7-YLLU,15,0,0,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-492-0,302,,Admin2 2-5,,TRUE,,529,921,7,20,http://172.26.129.206:8080/jforum/jforum.page,15,0,0,,,,,,,Type38,,
1.74E+12,27,/jforum/jforum.page-492-1,200,,Admin2 2-5,text,TRUE,,17462,704,7,20,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=NHFF-01AI-C612-HKJD-UVTR-MP57-S4B7-YLLU,15,0,0,,,,,,,Type38,,
1.74E+12,60,/jforum/jforum.page-127,200,,Admin 1-12,text,TRUE,,18032,1793,13,20,http://172.26.129.206:8080/jforum/forums/list.page,15,0,7,,,,,,,Type38,,
1.74E+12,15,/jforum/jforum.page-127-0,302,,Admin 1-12,,TRUE,,221,413,13,20,http://172.26.129.206:8080/jforum/jforum.page,15,0,7,,,,,,,Type38,,
1.74E+12,7,/jforum/jforum.page-127-1,302,,Admin 1-12,,TRUE,,155,454,13,20,http://172.26.129.206:8080/jforum,7,0,0,,,,,,,Type38,,
1.74E+12,7,/jforum/jforum.page-127-2,301,,Admin 1-12,text,TRUE,,166,455,13,20,http://172.26.129.206:8080/jforum/,7,0,0,,,,,,,Type38,,
1.74E+12,31,/jforum/jforum.page-127-3,200,,Admin 1-12,text,TRUE,,17490,471,13,20,http://172.26.129.206:8080/jforum/forums/list.page,23,0,6,,,,,,,Type38,,
1.74E+12,37,/jforum/jforum.page-492,200,,Admin2 2-6,text,TRUE,,18084,1625,7,20,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=JVE0-P28E-4S9X-KHFW-Q065-Q82P-4V7C-AMKP,17,0,0,,,,,,,Type38,,
1.74E+12,17,/jforum/jforum.page-492-0,302,,Admin2 2-6,,TRUE,,529,921,7,20,http://172.26.129.206:8080/jforum/jforum.page,17,0,0,,,,,,,Type38,,
1.74E+12,20,/jforum/jforum.page-492-1,200,,Admin2 2-6,text,TRUE,,17555,704,7,20,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=JVE0-P28E-4S9X-KHFW-Q065-Q82P-4V7C-AMKP,14,0,0,,,,,,,Type38,,
1.74E+12,34,/jforum/user/login.page-490,200,,Admin2 2-8,text,TRUE,,6785,552,8,22,http://172.26.129.206:8080/jforum/user/login.page,34,0,8,,,,,,,Type60,,
1.74E+12,219,/jforum/ping_session.jsp-491,200,,Admin2 2-1,text,TRUE,,543,546,9,23,http://172.26.129.206:8080/jforum/ping_session.jsp,219,0,0,,,,,,,Type41,,
1.74E+12,220,/jforum/ping_session.jsp-135,200,,Admin 1-4,text,TRUE,,543,526,14,23,http://172.26.129.206:8080/jforum/ping_session.jsp,220,0,0,,,,,,,Type41,,
1.74E+12,9,/jforum/ping_session.jsp-491,200,,Admin2 2-8,text,TRUE,,543,546,9,24,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,,,Type41,,
1.74E+12,215,/jforum/ping_session.jsp-133,200,,Admin 1-5,text,TRUE,,543,527,15,24,http://172.26.129.206:8080/jforum/ping_session.jsp,215,0,0,,,,,,,Type41,,
1.74E+12,245,/jforum/ping_session.jsp-491,200,,Admin2 2-4,text,TRUE,,543,546,9,24,http://172.26.129.206:8080/jforum/ping_session.jsp,245,0,0,,,,,,,Type41,,
1.74E+12,329,/jforum/-129,200,,Admin 1-6,text,TRUE,,17470,982,15,24,http://172.26.129.206:8080/jforum/forums/list.page,9,0,0,,,,,,,Type1,,
1.74E+12,416,/jforum/jforum.page-127,200,,Admin 1-7,text,TRUE,,17846,1793,15,24,http://172.26.129.206:8080/jforum/forums/list.page,87,0,9,,,,,,,Type38,,
1.74E+12,9,/jforum/-129-0,301,,Admin 1-6,text,TRUE,,166,511,15,24,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,9,0,0,,,,,,,Type1,,
1.74E+12,87,/jforum/jforum.page-127-0,302,,Admin 1-7,,TRUE,,221,413,15,24,http://172.26.129.206:8080/jforum/jforum.page,87,0,9,,,,,,,Type38,,
1.74E+12,319,/jforum/-129-1,200,,Admin 1-6,text,TRUE,,17304,471,15,24,http://172.26.129.206:8080/jforum/forums/list.page,319,0,6,,,,,,,Type1,,
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-7,,TRUE,,155,454,15,24,http://172.26.129.206:8080/jforum,9,0,0,,,,,,,Type38,,
1.74E+12,8,/jforum/jforum.page-127-2,301,,Admin 1-7,text,TRUE,,166,455,15,24,http://172.26.129.206:8080/jforum/,8,0,0,,,,,,,Type38,,
1.74E+12,312,/jforum/jforum.page-127-3,200,,Admin 1-7,text,TRUE,,17304,471,15,24,http://172.26.129.206:8080/jforum/forums/list.page,312,0,7,,,,,,,Type38,,
1.74E+12,292,/jforum/user/login.page-490,200,,Admin2 2-2,text,TRUE,,6785,552,9,24,http://172.26.129.206:8080/jforum/user/login.page,292,0,7,,,,,,,Type60,,
1.74E+12,95,/jforum/forums/list.page-143,200,,Admin 1-4,text,TRUE,,17490,525,17,28,http://172.26.129.206:8080/jforum/forums/list.page,95,0,0,,,,,,,Type32,,
1.74E+12,98,/jforum/user/login.page-490,200,,Admin2 2-9,text,TRUE,,6785,552,11,28,http://172.26.129.206:8080/jforum/user/login.page,98,0,6,,,,,,,Type60,,
1.74E+12,92,/jforum/user/login.page-134,200,,Admin 1-5,text,TRUE,,6247,529,17,28,http://172.26.129.206:8080/jforum/user/login.page,92,0,0,,,,,,,Type60,,
1.74E+12,134,/jforum/jforum.page-127,200,,Admin 1-14,text,TRUE,,18032,1793,17,28,http://172.26.129.206:8080/jforum/forums/list.page,16,0,7,,,,,,,Type38,,
1.74E+12,16,/jforum/jforum.page-127-0,302,,Admin 1-14,,TRUE,,221,413,17,28,http://172.26.129.206:8080/jforum/jforum.page,16,0,7,,,,,,,Type38,,
1.74E+12,7,/jforum/jforum.page-127-1,302,,Admin 1-14,,TRUE,,155,454,17,28,http://172.26.129.206:8080/jforum,7,0,0,,,,,,,Type38,,
1.74E+12,8,/jforum/jforum.page-127-2,301,,Admin 1-14,text,TRUE,,166,455,17,28,http://172.26.129.206:8080/jforum/,8,0,0,,,,,,,Type38,,
1.74E+12,103,/jforum/jforum.page-127-3,200,,Admin 1-14,text,TRUE,,17490,471,17,28,http://172.26.129.206:8080/jforum/forums/list.page,103,0,5,,,,,,,Type38,,
1.74E+12,316,/jforum/ping_session.jsp-140,200,,Admin 1-3,text,TRUE,,543,522,17,28,http://172.26.129.206:8080/jforum/ping_session.jsp,316,0,0,,,,,,,Type41,,
1.74E+12,311,/jforum/ping_session.jsp-152,200,,Admin 1-1,text,TRUE,,543,549,17,28,http://172.26.129.206:8080/jforum/ping_session.jsp,311,0,0,,,,,,,Type41,,
1.74E+12,307,/jforum/templates/default/images/icon_mini_members.gif-146,200,,Admin 1-2,bin,TRUE,,468,506,17,28,http://172.26.129.206:8080/jforum/templates/default/images/icon_mini_members.gif,307,0,0,,,,,,,Type54,,
1.74E+12,9,/jforum/ping_session.jsp-491,200,,Admin2 2-2,text,TRUE,,543,546,11,28,http://172.26.129.206:8080/jforum/ping_session.jsp,9,0,0,,,,,,,Type41,,
1.74E+12,18,/jforum/ping_session.jsp-135,200,,Admin 1-5,text,TRUE,,543,526,17,29,http://172.26.129.206:8080/jforum/ping_session.jsp,18,0,0,,,,,,,Type41,,
1.74E+12,17,/jforum/templates/default/images/xml_button.gif-153,200,,Admin 1-1,bin,TRUE,,897,505,17,29,http://172.26.129.206:8080/jforum/templates/default/images/xml_button.gif,17,0,0,,,,,,,Type54,,
1.74E+12,21,/jforum/jforum.page-139,200,,Admin 1-4,text,TRUE,,6379,842,17,29,http://172.26.129.206:8080/jforum/jforum.page,21,0,0,,,,,,,Type38,,
1.74E+12,19,/jforum/ping_session.jsp-491,200,,Admin2 2-9,text,TRUE,,543,546,12,29,http://172.26.129.206:8080/jforum/ping_session.jsp,19,0,0,,,,,,,Type41,,
