timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,,elapsed,latency
1.74E+12,17,/jforum/-129-0,301,,Admin 1-7,text,TRUE,,161,511,13,29,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,17,0,0,,,,,/jforum/images/,Type37,Type1,44.41333333,44.40102564
1.74E+12,50,/jforum/-129-1,200,,Admin 1-7,text,TRUE,,698,466,13,29,http://172.26.129.206:8080/jforum/install.jsp,50,0,17,,,,,/jforum/jforum,Type38,Type1,214.4565435,153.777023
1.74E+12,68,/jforum/-129,200,,Admin 1-6,text,TRUE,,859,977,13,29,http://172.26.129.206:8080/jforum/install.jsp,17,0,0,,,,,/jforum/js/list/moderation,Type39,Type1,566.048,565.968
1.74E+12,17,/jforum/-129-0,301,,Admin 1-6,text,TRUE,,161,511,13,29,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,17,0,0,,,,,/jforum/moderation/showActivityLog,Type40,Type1,566.14,564.72
1.74E+12,51,/jforum/-129-1,200,,Admin 1-6,text,TRUE,,698,466,13,29,http://172.26.129.206:8080/jforum/install.jsp,51,0,17,,,,,/jforum/ping_session,Type41,Type1,59.94036061,59.92839806
1.74E+12,126,/jforum/user/login.page-490,200,,Admin2 2-8,text,TRUE,,6785,552,11,30,http://172.26.129.206:8080/jforum/user/login.page,126,0,9,,,,,/jforum/pm/findUser,Type42,Type60,626.36,626.3466667
1.74E+12,17,/jforum/ping_session.jsp-289,200,,user1 3-1,text,TRUE,,543,526,4,30,http://172.26.129.206:8080/jforum/ping_session.jsp,17,0,0,,,,,/jforum/pm/inbox,Type43,Type41,725.0228571,723.7371429
1.74E+12,417,/jforum/jforum.page-127,200,,Admin 1-3,text,TRUE,,1235,1788,13,30,http://172.26.129.206:8080/jforum/install.jsp,85,0,6,,,,,/jforum/pm/send,Type44,Type38,821.9333333,820.5866667
1.74E+12,85,/jforum/jforum.page-127-0,302,,Admin 1-3,,TRUE,,221,413,13,30,http://172.26.129.206:8080/jforum/jforum.page,85,0,6,,,,,/jforum/posts/edit/,Type45,Type38,615.04,614.64
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-3,,TRUE,,155,454,13,30,http://172.26.129.206:8080/jforum,9,0,0,,,,,/jforum/posts/insert/,Type46,Type38,459.56,444.52
1.74E+12,16,/jforum/jforum.page-127-2,301,,Admin 1-3,text,TRUE,,161,455,13,30,http://172.26.129.206:8080/jforum/,16,0,0,,,,,/jforum/posts/list/,Type47,Type38,1077.461818,1032.596364
1.74E+12,307,/jforum/jforum.page-127-3,200,,Admin 1-3,text,TRUE,,698,466,13,30,http://172.26.129.206:8080/jforum/install.jsp,307,0,16,,,,,/jforum/posts/listByUser/,Type48,Type38,711.1542857,709.32
1.74E+12,175,/jforum/jforum.page-127,200,,Admin 1-8,text,TRUE,,1235,1788,13,31,http://172.26.129.206:8080/jforum/install.jsp,101,0,7,,,,,/jforum/posts/preList/,Type49,Type38,843.64,647.56
1.74E+12,101,/jforum/jforum.page-127-0,302,,Admin 1-8,,TRUE,,221,413,13,31,http://172.26.129.206:8080/jforum/jforum.page,101,0,7,,,,,/jforum/posts/reply/,Type50,Type38,886.25,871.43
1.74E+12,17,/jforum/jforum.page-127-1,302,,Admin 1-8,,TRUE,,155,454,13,31,http://172.26.129.206:8080/jforum,17,0,0,,,,,/jforum/posts/review/,Type51,Type38,710.464,710.192
1.74E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-8,text,TRUE,,161,455,13,31,http://172.26.129.206:8080/jforum/,14,0,0,,,,,/jforum/posts/watch/,Type52,Type38,1682.8,1545.14
1.74E+12,43,/jforum/jforum.page-127-3,200,,Admin 1-8,text,TRUE,,698,466,13,31,http://172.26.129.206:8080/jforum/install.jsp,43,0,9,,,,,/jforum/recentTopics/list,Type53,Type38,754.3142857,752.54
1.74E+12,176,/jforum/jforum.page-127,200,,Admin 1-9,text,TRUE,,1235,1788,13,31,http://172.26.129.206:8080/jforum/install.jsp,100,0,9,,,,,/jforum/templates/default/,Type54,Type38,50.59949367,48.32911392
1.74E+12,100,/jforum/jforum.page-127-0,302,,Admin 1-9,,TRUE,,221,413,13,31,http://172.26.129.206:8080/jforum/jforum.page,100,0,9,,,,,/jforum/topDownloads/list,Type55,Type38,586.7371429,585.7428571
1.74E+12,17,/jforum/jforum.page-127-1,302,,Admin 1-9,,TRUE,,155,454,13,31,http://172.26.129.206:8080/jforum,17,0,0,,,,,/jforum/user/acceptAgreement,Type56,Type38,1081.52,827.3422222
1.74E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-9,text,TRUE,,161,455,13,31,http://172.26.129.206:8080/jforum/,14,0,0,,,,,/jforum/user/edit/,Type57,Type38,838.1066667,835.14
1.74E+12,45,/jforum/jforum.page-127-3,200,,Admin 1-9,text,TRUE,,698,466,13,31,http://172.26.129.206:8080/jforum/install.jsp,45,0,9,,,,,/jforum/user/insert,Type58,Type38,775.0742857,774.3714286
1.74E+12,25,/jforum/ping_session.jsp-491,200,,Admin2 2-8,text,TRUE,,543,546,11,34,http://172.26.129.206:8080/jforum/ping_session.jsp,25,0,0,,,,,/jforum/user/list,Type59,Type41,1027.76,1018.68
1.74E+12,163,/jforum/jforum.page-127,200,,Admin 1-10,text,TRUE,,1235,1788,14,34,http://172.26.129.206:8080/jforum/install.jsp,97,0,10,,,,,/jforum/user/login,Type60,Type38,756.2586207,755.5
1.74E+12,97,/jforum/jforum.page-127-0,302,,Admin 1-10,,TRUE,,221,413,14,34,http://172.26.129.206:8080/jforum/jforum.page,97,0,10,,,,,/jforum/user/logout,Type61,Type38,756.9433333,515.03
1.74E+12,8,/jforum/jforum.page-127-1,302,,Admin 1-10,,TRUE,,155,454,14,34,http://172.26.129.206:8080/jforum,8,0,0,,,,,/jforum/user/profile/,Type62,Type38,1043.04,1042
1.74E+12,12,/jforum/jforum.page-127-2,301,,Admin 1-10,text,TRUE,,161,455,14,34,http://172.26.129.206:8080/jforum/,12,0,0,,,,,user/registration,Type63,Type38,1350.093333,958.4866667
1.74E+12,46,/jforum/jforum.page-127-3,200,,Admin 1-10,text,TRUE,,698,466,14,34,http://172.26.129.206:8080/jforum/install.jsp,46,0,8,,,,,,,Type38,,
1.74E+12,124,/jforum/user/login.page-288,200,,user1 3-2,text,TRUE,,6785,532,5,34,http://172.26.129.206:8080/jforum/user/login.page,124,0,8,,,,,,,Type60,,
1.74E+12,125,/jforum/jforum.page-290,200,,user1 3-1,text,TRUE,,6379,903,5,35,http://172.26.129.206:8080/jforum/jforum.page,125,0,0,,,,,,,Type38,,
1.74E+12,139,/jforum/user/login.page-288,200,,user1 3-4,text,TRUE,,6785,532,5,35,http://172.26.129.206:8080/jforum/user/login.page,139,0,13,,,,,,,Type60,,
1.74E+12,145,/jforum/user/insert.page-366,200,,user2 4-2,text,TRUE,,7082,533,3,35,http://172.26.129.206:8080/jforum/user/insert.page,145,0,7,,,,,,,Type58,,
1.74E+12,133,/jforum/user/login.page-490,200,,Admin2 2-11,text,TRUE,,6785,552,12,35,http://172.26.129.206:8080/jforum/user/login.page,133,0,8,,,,,,,Type60,,
1.74E+12,187,/jforum/user/insert.page-366,200,,user2 4-1,text,TRUE,,7082,533,3,37,http://172.26.129.206:8080/jforum/user/insert.page,187,0,14,,,,,,,Type58,,
1.74E+12,172,/jforum/user/login.page-490,200,,Admin2 2-10,text,TRUE,,6785,552,13,37,http://172.26.129.206:8080/jforum/user/login.page,172,0,7,,,,,,,Type60,,
1.74E+12,181,/jforum/user/login.page-288,200,,user1 3-3,text,TRUE,,6785,532,6,37,http://172.26.129.206:8080/jforum/user/login.page,181,0,8,,,,,,,Type60,,
1.74E+12,126,/jforum/-129,200,,Admin 1-3,text,TRUE,,859,977,15,38,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type1,,
1.74E+12,14,/jforum/-129-0,301,,Admin 1-3,text,TRUE,,161,511,15,38,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,14,0,0,,,,,,,Type1,,
1.74E+12,112,/jforum/-129-1,200,,Admin 1-3,text,TRUE,,698,466,15,38,http://172.26.129.206:8080/jforum/install.jsp,112,0,11,,,,,,,Type1,,
1.74E+12,482,/jforum/jforum.page-127,200,,Admin 1-4,text,TRUE,,1235,1788,15,38,http://172.26.129.206:8080/jforum/install.jsp,108,0,23,,,,,,,Type38,,
1.74E+12,108,/jforum/jforum.page-127-0,302,,Admin 1-4,,TRUE,,221,413,15,38,http://172.26.129.206:8080/jforum/jforum.page,108,0,23,,,,,,,Type38,,
1.74E+12,245,/jforum/jforum.page-127-1,302,,Admin 1-4,,TRUE,,155,454,15,38,http://172.26.129.206:8080/jforum,245,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-4,text,TRUE,,161,455,15,38,http://172.26.129.206:8080/jforum/,14,0,0,,,,,,,Type38,,
1.74E+12,114,/jforum/jforum.page-127-3,200,,Admin 1-4,text,TRUE,,698,466,15,38,http://172.26.129.206:8080/jforum/install.jsp,114,0,12,,,,,,,Type38,,
1.74E+12,100,/jforum/ping_session.jsp-289,200,,user1 3-2,text,TRUE,,543,526,7,43,http://172.26.129.206:8080/jforum/ping_session.jsp,100,0,0,,,,,,,Type41,,
1.74E+12,469,/jforum/jforum.page-127,200,,Admin 1-5,text,TRUE,,1235,1788,16,45,http://172.26.129.206:8080/jforum/install.jsp,94,0,9,,,,,,,Type38,,
1.74E+12,94,/jforum/jforum.page-127-0,302,,Admin 1-5,,TRUE,,221,413,16,45,http://172.26.129.206:8080/jforum/jforum.page,94,0,9,,,,,,,Type38,,
1.74E+12,219,/jforum/jforum.page-127-1,302,,Admin 1-5,,TRUE,,155,454,16,45,http://172.26.129.206:8080/jforum,219,0,0,,,,,,,Type38,,
1.74E+12,11,/jforum/jforum.page-127-2,301,,Admin 1-5,text,TRUE,,161,455,16,45,http://172.26.129.206:8080/jforum/,11,0,0,,,,,,,Type38,,
1.74E+12,144,/jforum/jforum.page-127-3,200,,Admin 1-5,text,TRUE,,698,466,16,45,http://172.26.129.206:8080/jforum/install.jsp,144,0,15,,,,,,,Type38,,
1.74E+12,402,/jforum/-129,200,,Admin 1-1,text,TRUE,,859,977,16,45,http://172.26.129.206:8080/jforum/install.jsp,256,0,0,,,,,,,Type1,,
1.74E+12,256,/jforum/-129-0,301,,Admin 1-1,text,TRUE,,161,511,16,45,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,256,0,0,,,,,,,Type1,,
1.74E+12,146,/jforum/-129-1,200,,Admin 1-1,text,TRUE,,698,466,16,45,http://172.26.129.206:8080/jforum/install.jsp,146,0,17,,,,,,,Type1,,
1.74E+12,403,/jforum/-129,200,,Admin 1-2,text,TRUE,,859,977,16,45,http://172.26.129.206:8080/jforum/install.jsp,256,0,0,,,,,,,Type1,,
1.74E+12,256,/jforum/-129-0,301,,Admin 1-2,text,TRUE,,161,511,16,45,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,256,0,0,,,,,,,Type1,,
1.74E+12,147,/jforum/-129-1,200,,Admin 1-2,text,TRUE,,698,466,16,45,http://172.26.129.206:8080/jforum/install.jsp,147,0,17,,,,,,,Type1,,
1.74E+12,219,/jforum/user/login.page-490,200,,Admin2 2-9,text,TRUE,,6785,552,14,45,http://172.26.129.206:8080/jforum/user/login.page,219,0,9,,,,,,,Type60,,
1.74E+12,73,/jforum/ping_session.jsp-291,200,,user1 3-1,text,TRUE,,543,522,9,53,http://172.26.129.206:8080/jforum/ping_session.jsp,73,0,0,,,,,,,Type41,,
1.74E+12,73,/jforum/ping_session.jsp-289,200,,user1 3-4,text,TRUE,,543,526,9,53,http://172.26.129.206:8080/jforum/ping_session.jsp,73,0,0,,,,,,,Type41,,
1.74E+12,73,/jforum/ping_session.jsp-367,200,,user2 4-2,text,TRUE,,543,527,7,53,http://172.26.129.206:8080/jforum/ping_session.jsp,73,0,0,,,,,,,Type41,,
1.74E+12,73,/jforum/ping_session.jsp-491,200,,Admin2 2-11,text,TRUE,,543,546,16,53,http://172.26.129.206:8080/jforum/ping_session.jsp,73,0,0,,,,,,,Type41,,
1.74E+12,87,/jforum/ping_session.jsp-367,200,,user2 4-1,text,TRUE,,543,527,7,53,http://172.26.129.206:8080/jforum/ping_session.jsp,87,0,0,,,,,,,Type41,,
1.74E+12,87,/jforum/ping_session.jsp-491,200,,Admin2 2-10,text,TRUE,,543,546,16,53,http://172.26.129.206:8080/jforum/ping_session.jsp,87,0,0,,,,,,,Type41,,
1.74E+12,81,/jforum/ping_session.jsp-491,200,,Admin2 2-9,text,TRUE,,543,546,16,53,http://172.26.129.206:8080/jforum/ping_session.jsp,81,0,0,,,,,,,Type41,,
1.74E+12,87,/jforum/ping_session.jsp-289,200,,user1 3-3,text,TRUE,,543,526,9,53,http://172.26.129.206:8080/jforum/ping_session.jsp,87,0,0,,,,,,,Type41,,
1.74E+12,226,/jforum/forums/list.page-130,200,,Admin 1-6,text,TRUE,,27908,471,18,53,http://172.26.129.206:8080/jforum/forums/list.page,147,0,0,,,,,,,Type32,,
1.74E+12,230,/jforum/forums/list.page-130,200,,Admin 1-7,text,TRUE,,27908,471,18,54,http://172.26.129.206:8080/jforum/forums/list.page,212,0,0,,,,,,,Type32,,
1.74E+12,355,/jforum/jforum.page-492,200,,Admin2 2-2,text,TRUE,,42759,1625,16,57,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=NTMW-GP1G-W9Z2-42SS-NY8J-ZZIH-XQS2-QDG3,135,0,0,,,,,,,Type38,,
1.74E+12,135,/jforum/jforum.page-492-0,302,,Admin2 2-2,,TRUE,,529,921,16,57,http://172.26.129.206:8080/jforum/jforum.page,135,0,0,,,,,,,Type38,,
1.74E+12,220,/jforum/jforum.page-492-1,200,,Admin2 2-2,text,TRUE,,42230,704,16,57,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=NTMW-GP1G-W9Z2-42SS-NY8J-ZZIH-XQS2-QDG3,195,0,0,,,,,,,Type38,,
1.74E+12,359,/jforum/jforum.page-492,200,,Admin2 2-3,text,TRUE,,42757,1625,16,57,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=YSKO-IP4L-5ZVZ-SWAM-0ODB-N0KD-3HEM-IACB,143,0,0,,,,,,,Type38,,
1.74E+12,143,/jforum/jforum.page-492-0,302,,Admin2 2-3,,TRUE,,529,921,16,57,http://172.26.129.206:8080/jforum/jforum.page,143,0,0,,,,,,,Type38,,
1.74E+12,215,/jforum/jforum.page-492-1,200,,Admin2 2-3,text,TRUE,,42228,704,16,57,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=YSKO-IP4L-5ZVZ-SWAM-0ODB-N0KD-3HEM-IACB,188,0,0,,,,,,,Type38,,
1.74E+12,33,/jforum/ping_session.jsp-133,200,,Admin 1-6,text,TRUE,,543,527,19,59,http://172.26.129.206:8080/jforum/ping_session.jsp,33,0,0,,,,,,,Type41,,
1.74E+12,30,/jforum/ping_session.jsp-133,200,,Admin 1-7,text,TRUE,,543,527,19,59,http://172.26.129.206:8080/jforum/ping_session.jsp,30,0,0,,,,,,,Type41,,
1.74E+12,361,/jforum/jforum.page-127,200,,Admin 1-11,text,TRUE,,1235,1788,20,62,http://172.26.129.206:8080/jforum/install.jsp,99,0,7,,,,,,,Type38,,
1.74E+12,99,/jforum/jforum.page-127-0,302,,Admin 1-11,,TRUE,,221,413,20,62,http://172.26.129.206:8080/jforum/jforum.page,99,0,7,,,,,,,Type38,,
1.74E+12,259,/jforum/-281,200,,User1N 5-1,text,TRUE,,940,908,6,62,http://172.26.129.206:8080/jforum/install.jsp,24,0,8,,,,,,,Type1,,
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-11,,TRUE,,155,454,20,62,http://172.26.129.206:8080/jforum,9,0,0,,,,,,,Type38,,
1.74E+12,24,/jforum/-281-0,301,,User1N 5-1,text,TRUE,,242,422,6,62,http://172.26.129.206:8080/jforum/,24,0,8,,,,,,,Type1,,
1.74E+12,253,/jforum/-129,200,,Admin 1-8,text,TRUE,,859,977,20,62,http://172.26.129.206:8080/jforum/install.jsp,15,0,0,,,,,,,Type1,,
1.74E+12,250,/jforum/-129,200,,Admin 1-9,text,TRUE,,859,977,20,62,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type1,,
1.74E+12,235,/jforum/-281-1,200,,User1N 5-1,text,TRUE,,698,486,6,62,http://172.26.129.206:8080/jforum/install.jsp,235,0,103,,,,,,,Type1,,
1.74E+12,16,/jforum/-129-0,301,,Admin 1-8,text,TRUE,,161,511,20,62,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,15,0,0,,,,,,,Type1,,
1.74E+12,14,/jforum/-129-0,301,,Admin 1-9,text,TRUE,,161,511,20,62,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,14,0,0,,,,,,,Type1,,
1.74E+12,237,/jforum/-129-1,200,,Admin 1-8,text,TRUE,,698,466,20,62,http://172.26.129.206:8080/jforum/install.jsp,237,0,103,,,,,,,Type1,,
1.74E+12,17,/jforum/jforum.page-127-2,301,,Admin 1-11,text,TRUE,,161,455,20,62,http://172.26.129.206:8080/jforum/,17,0,0,,,,,,,Type38,,
1.74E+12,236,/jforum/-129-1,200,,Admin 1-9,text,TRUE,,698,466,20,62,http://172.26.129.206:8080/jforum/install.jsp,236,0,102,,,,,,,Type1,,
1.74E+12,236,/jforum/jforum.page-127-3,200,,Admin 1-11,text,TRUE,,698,466,20,62,http://172.26.129.206:8080/jforum/install.jsp,236,0,103,,,,,,,Type38,,
1.74E+12,259,/jforum/-129,200,,Admin 1-10,text,TRUE,,859,977,20,64,http://172.26.129.206:8080/jforum/install.jsp,102,0,0,,,,,,,Type1,,
1.74E+12,102,/jforum/-129-0,301,,Admin 1-10,text,TRUE,,161,511,20,64,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,102,0,0,,,,,,,Type1,,
1.74E+12,157,/jforum/-129-1,200,,Admin 1-10,text,TRUE,,698,466,20,64,http://172.26.129.206:8080/jforum/install.jsp,157,0,77,,,,,,,Type1,,
1.74E+12,163,/jforum/-129,200,,Admin 1-4,text,TRUE,,859,977,20,65,http://172.26.129.206:8080/jforum/install.jsp,83,0,0,,,,,,,Type1,,
1.74E+12,83,/jforum/-129-0,301,,Admin 1-4,text,TRUE,,161,511,20,65,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,83,0,0,,,,,,,Type1,,
