timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,Unique Request,Message Types,Types,Elapsed,Latency
1.74E+12,156,/jforum/-129,200,,Admin 1-2,text,TRUE,,859,977,9,11,http://172.26.129.206:8080/jforum/install.jsp,111,0,0,,,,,/jforum/adminGroups/list,Type19,Type1,757.4,757.28
1.74E+12,111,/jforum/-129-0,301,,Admin 1-2,text,TRUE,,161,511,9,11,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,111,0,0,,,,,/jforum/adminGroups/permissions/2,Type20,Type1,663.68,654
1.74E+12,45,/jforum/-129-1,200,,Admin 1-2,text,TRUE,,698,466,9,11,http://172.26.129.206:8080/jforum/install.jsp,45,0,7,,,,,/jforum/adminModeration/list,Type21,Type1,602.74,602.7
1.74E+12,207,/jforum/jforum.page-127,200,,Admin 1-5,text,TRUE,,1235,1788,10,13,http://172.26.129.206:8080/jforum/install.jsp,140,0,6,,,,,/jforum/adminRankings/insert,Type22,Type38,617.22,617.16
1.74E+12,140,/jforum/jforum.page-127-0,302,,Admin 1-5,,TRUE,,221,413,10,13,http://172.26.129.206:8080/jforum/jforum.page,140,0,6,,,,,/jforum/adminRankings/list,Type23,Type38,657.58,657.5
1.74E+12,13,/jforum/jforum.page-127-1,302,,Admin 1-5,,TRUE,,155,454,10,13,http://172.26.129.206:8080/jforum,13,0,0,,,,,/jforum/adminRegEmail/list,Type24,Type38,361.08,361
1.74E+12,13,/jforum/jforum.page-127-2,301,,Admin 1-5,text,TRUE,,161,455,10,13,http://172.26.129.206:8080/jforum/,13,0,0,,,,,/jforum/adminSearchStats/list,Type25,Type38,425,421.36
1.74E+12,41,/jforum/jforum.page-127-3,200,,Admin 1-5,text,TRUE,,698,466,10,13,http://172.26.129.206:8080/jforum/install.jsp,41,0,7,,,,,/jforum/adminSmilies/list,Type26,Type38,633.24,627.68
1.74E+12,256,/jforum/jforum.page-127,200,,Admin 1-4,text,TRUE,,1235,1788,10,14,http://172.26.129.206:8080/jforum/install.jsp,177,0,9,,,,,/jforum/adminSpamBlock/list,Type27,Type38,579.24,550.06
1.74E+12,177,/jforum/jforum.page-127-0,302,,Admin 1-4,,TRUE,,221,413,10,14,http://172.26.129.206:8080/jforum/jforum.page,177,0,9,,,,,/jforum/adminUsers/pendingActivations,Type28,Type38,926.84,926.8
1.74E+12,13,/jforum/jforum.page-127-1,302,,Admin 1-4,,TRUE,,155,454,10,14,http://172.26.129.206:8080/jforum,13,0,0,,,,,/jforum/bookmarks/insert/,Type29,Type38,919.62,919.04
1.74E+12,12,/jforum/jforum.page-127-2,301,,Admin 1-4,text,TRUE,,161,455,10,14,http://172.26.129.206:8080/jforum/,12,0,0,,,,,/jforum/bookmarks/list/,Type30,Type38,798.4133333,784.9333333
1.74E+12,53,/jforum/jforum.page-127-3,200,,Admin 1-4,text,TRUE,,698,466,10,14,http://172.26.129.206:8080/jforum/install.jsp,53,0,7,,,,,/jforum/captcha/generate/,Type31,Type38,776.7272727,776.4763636
1.74E+12,206,/jforum/user/login.page-490,200,,Admin2 2-1,text,TRUE,,6785,552,4,14,http://172.26.129.206:8080/jforum/user/login.page,205,0,6,,,,,/jforum/forums/list,Type32,Type60,907.6126316,899.9515789
1.74E+12,40,/jforum/ping_session.jsp-491,200,,Admin2 2-1,text,TRUE,,543,546,6,17,http://172.26.129.206:8080/jforum/ping_session.jsp,40,0,0,,,,,/jforum/forums/newMessages,Type33,Type41,886.64,884.44
1.74E+12,78,/jforum/-129,200,,Admin 1-5,text,TRUE,,859,977,11,18,http://172.26.129.206:8080/jforum/install.jsp,12,0,0,,,,,/jforum/forums/show/,Type34,Type1,820.2906667,814.0026667
1.74E+12,12,/jforum/-129-0,301,,Admin 1-5,text,TRUE,,161,511,11,18,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,12,0,0,,,,,/jforum/forums/watchForum/,Type35,Type1,794.66,794.46
1.74E+12,66,/jforum/-129-1,200,,Admin 1-5,text,TRUE,,698,466,11,18,http://172.26.129.206:8080/jforum/install.jsp,66,0,6,,,,,/jforum/hottestTopics/list,Type36,Type1,592.084,591.064
1.74E+12,143,/jforum/user/login.page-490,200,,Admin2 2-2,text,TRUE,,6785,552,7,18,http://172.26.129.206:8080/jforum/user/login.page,143,0,7,,,,,/jforum/images/,Type37,Type60,47.36,47.34358974
1.74E+12,78,/jforum/-129,200,,Admin 1-4,text,TRUE,,859,977,12,19,http://172.26.129.206:8080/jforum/install.jsp,28,0,0,,,,,/jforum/jforum,Type38,Type1,208.1448,152.472
1.74E+12,28,/jforum/-129-0,301,,Admin 1-4,text,TRUE,,161,511,12,19,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,28,0,0,,,,,/jforum/js/list/moderation,Type39,Type1,608.872,608.76
1.74E+12,50,/jforum/-129-1,200,,Admin 1-4,text,TRUE,,698,466,12,19,http://172.26.129.206:8080/jforum/install.jsp,50,0,7,,,,,/jforum/moderation/showActivityLog,Type40,Type1,586.96,584.72
1.74E+12,23,/jforum/ping_session.jsp-491,200,,Admin2 2-2,text,TRUE,,543,546,7,19,http://172.26.129.206:8080/jforum/ping_session.jsp,23,0,0,,,,,/jforum/ping_session,Type41,Type41,63.10166263,63.09023207
1.74E+12,139,/jforum/user/login.page-490,200,,Admin2 2-5,text,TRUE,,6785,552,7,19,http://172.26.129.206:8080/jforum/user/login.page,139,0,8,,,,,/jforum/pm/findUser,Type42,Type60,543.0933333,543.08
1.74E+12,294,/jforum/jforum.page-127,200,,Admin 1-6,text,TRUE,,1235,1788,13,21,http://172.26.129.206:8080/jforum/install.jsp,214,0,109,,,,,/jforum/pm/inbox,Type43,Type38,712.7828571,711.0857143
1.74E+12,214,/jforum/jforum.page-127-0,302,,Admin 1-6,,TRUE,,221,413,13,21,http://172.26.129.206:8080/jforum/jforum.page,214,0,109,,,,,/jforum/pm/send,Type44,Type38,779.44,778.3466667
1.74E+12,7,/jforum/jforum.page-127-1,302,,Admin 1-6,,TRUE,,155,454,13,21,http://172.26.129.206:8080/jforum,7,0,0,,,,,/jforum/posts/edit/,Type45,Type38,801.64,800.84
1.74E+12,19,/jforum/jforum.page-127-2,301,,Admin 1-6,text,TRUE,,161,455,13,21,http://172.26.129.206:8080/jforum/,17,0,0,,,,,/jforum/posts/insert/,Type46,Type38,548.744,537.56
1.74E+12,54,/jforum/jforum.page-127-3,200,,Admin 1-6,text,TRUE,,698,466,13,21,http://172.26.129.206:8080/jforum/install.jsp,54,0,10,,,,,/jforum/posts/list/,Type47,Type38,1217.090909,1211.334545
1.74E+12,213,/jforum/jforum.page-127,200,,Admin 1-8,text,TRUE,,1235,1788,13,22,http://172.26.129.206:8080/jforum/install.jsp,111,0,7,,,,,/jforum/posts/listByUser/,Type48,Type38,736.8971429,734.1771429
1.74E+12,111,/jforum/jforum.page-127-0,302,,Admin 1-8,,TRUE,,221,413,13,22,http://172.26.129.206:8080/jforum/jforum.page,111,0,7,,,,,/jforum/posts/preList/,Type49,Type38,881.7466667,679.9466667
1.74E+12,192,/jforum/jforum.page-127,200,,Admin 1-9,text,TRUE,,1235,1788,13,22,http://172.26.129.206:8080/jforum/install.jsp,103,0,7,,,,,/jforum/posts/reply/,Type50,Type38,865.42,849.21
1.74E+12,7,/jforum/jforum.page-127-1,302,,Admin 1-8,,TRUE,,155,454,13,22,http://172.26.129.206:8080/jforum,7,0,0,,,,,/jforum/posts/review/,Type51,Type38,768.04,767.832
1.74E+12,24,/jforum/jforum.page-127-2,301,,Admin 1-8,text,TRUE,,161,455,13,22,http://172.26.129.206:8080/jforum/,24,0,0,,,,,/jforum/posts/watch/,Type52,Type38,2100.84,2094.46
1.74E+12,103,/jforum/jforum.page-127-0,302,,Admin 1-9,,TRUE,,221,413,13,22,http://172.26.129.206:8080/jforum/jforum.page,103,0,7,,,,,/jforum/recentTopics/list,Type53,Type38,828.18,826.8714286
1.74E+12,71,/jforum/jforum.page-127-3,200,,Admin 1-8,text,TRUE,,698,466,13,22,http://172.26.129.206:8080/jforum/install.jsp,70,0,12,,,,,/jforum/templates/default/,Type54,Type38,43.75291139,42.01468354
1.74E+12,11,/jforum/jforum.page-127-1,302,,Admin 1-9,,TRUE,,155,454,13,22,http://172.26.129.206:8080/jforum,11,0,0,,,,,/jforum/topDownloads/list,Type55,Type38,590.9314286,590.1714286
1.74E+12,13,/jforum/jforum.page-127-2,301,,Admin 1-9,text,TRUE,,161,455,13,22,http://172.26.129.206:8080/jforum/,13,0,0,,,,,/jforum/user/acceptAgreement,Type56,Type38,1159.537778,864.1111111
1.74E+12,64,/jforum/jforum.page-127-3,200,,Admin 1-9,text,TRUE,,698,466,13,22,http://172.26.129.206:8080/jforum/install.jsp,64,0,16,,,,,/jforum/user/edit/,Type57,Type38,815.2,812.5266667
1.74E+12,26,/jforum/ping_session.jsp-491,200,,Admin2 2-5,text,TRUE,,543,546,9,22,http://172.26.129.206:8080/jforum/ping_session.jsp,26,0,0,,,,,/jforum/user/insert,Type58,Type41,862.4342857,861.5771429
1.74E+12,146,/jforum/user/login.page-490,200,,Admin2 2-3,text,TRUE,,6785,552,9,22,http://172.26.129.206:8080/jforum/user/login.page,146,0,7,,,,,/jforum/user/list,Type59,Type60,972.56,964.64
1.74E+12,214,/jforum/forums/list.page-130,200,,Admin 1-1,text,TRUE,,12460,471,13,22,http://172.26.129.206:8080/jforum/forums/list.page,214,0,0,,,,,/jforum/user/login,Type60,Type32,684.4297521,683.4380165
1.74E+12,125,/jforum/user/login.page-490,200,,Admin2 2-6,text,TRUE,,6785,552,9,22,http://172.26.129.206:8080/jforum/user/login.page,125,0,7,,,,,/jforum/user/logout,Type61,Type60,841.89,601.17
1.74E+12,212,/jforum/jforum.page-127,200,,Admin 1-7,text,TRUE,,1235,1788,13,22,http://172.26.129.206:8080/jforum/install.jsp,110,0,7,,,,,/jforum/user/profile/,Type62,Type38,1097.066667,1096.133333
1.74E+12,110,/jforum/jforum.page-127-0,302,,Admin 1-7,,TRUE,,221,413,13,22,http://172.26.129.206:8080/jforum/jforum.page,110,0,7,,,,,user/registration,Type63,Type38,1448.066667,1026.273333
1.74E+12,8,/jforum/jforum.page-127-1,302,,Admin 1-7,,TRUE,,155,454,13,22,http://172.26.129.206:8080/jforum,8,0,0,,,,,,,Type38,,
1.74E+12,14,/jforum/jforum.page-127-2,301,,Admin 1-7,text,TRUE,,161,455,13,22,http://172.26.129.206:8080/jforum/,14,0,0,,,,,,,Type38,,
1.74E+12,79,/jforum/jforum.page-127-3,200,,Admin 1-7,text,TRUE,,698,466,13,22,http://172.26.129.206:8080/jforum/install.jsp,79,0,11,,,,,,,Type38,,
1.74E+12,15,/jforum/ping_session.jsp-491,200,,Admin2 2-3,text,TRUE,,543,546,9,23,http://172.26.129.206:8080/jforum/ping_session.jsp,15,0,0,,,,,,,Type41,,
1.74E+12,15,/jforum/ping_session.jsp-133,200,,Admin 1-1,text,TRUE,,543,527,14,23,http://172.26.129.206:8080/jforum/ping_session.jsp,15,0,0,,,,,,,Type41,,
1.74E+12,40,/jforum/ping_session.jsp-491,200,,Admin2 2-6,text,TRUE,,543,546,10,24,http://172.26.129.206:8080/jforum/ping_session.jsp,40,0,0,,,,,,,Type41,,
1.74E+12,53,/jforum/-129,200,,Admin 1-7,text,TRUE,,859,977,15,25,http://172.26.129.206:8080/jforum/install.jsp,13,0,0,,,,,,,Type1,,
1.74E+12,13,/jforum/-129-0,301,,Admin 1-7,text,TRUE,,161,511,15,25,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,13,0,0,,,,,,,Type1,,
1.74E+12,40,/jforum/-129-1,200,,Admin 1-7,text,TRUE,,698,466,15,25,http://172.26.129.206:8080/jforum/install.jsp,40,0,6,,,,,,,Type1,,
1.74E+12,150,/jforum/user/login.page-134,200,,Admin 1-1,text,TRUE,,6247,529,15,25,http://172.26.129.206:8080/jforum/user/login.page,150,0,0,,,,,,,Type60,,
1.74E+12,189,/jforum/user/login.page-490,200,,Admin2 2-8,text,TRUE,,6785,552,10,25,http://172.26.129.206:8080/jforum/user/login.page,189,0,23,,,,,,,Type60,,
1.74E+12,174,/jforum/user/login.page-490,200,,Admin2 2-9,text,TRUE,,6785,552,10,25,http://172.26.129.206:8080/jforum/user/login.page,174,0,9,,,,,,,Type60,,
1.74E+12,238,/jforum/forums/list.page-130,200,,Admin 1-5,text,TRUE,,12460,471,17,28,http://172.26.129.206:8080/jforum/forums/list.page,238,0,0,,,,,,,Type32,,
1.74E+12,169,/jforum/-129,200,,Admin 1-9,text,TRUE,,859,977,17,28,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type1,,
1.74E+12,14,/jforum/-129-0,301,,Admin 1-9,text,TRUE,,161,511,17,28,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,14,0,0,,,,,,,Type1,,
1.74E+12,155,/jforum/-129-1,200,,Admin 1-9,text,TRUE,,698,466,17,28,http://172.26.129.206:8080/jforum/install.jsp,155,0,7,,,,,,,Type1,,
1.74E+12,273,/jforum/user/login.page-490,200,,Admin2 2-4,text,TRUE,,6785,552,11,28,http://172.26.129.206:8080/jforum/user/login.page,273,0,6,,,,,,,Type60,,
1.74E+12,239,/jforum/user/login.page-490,200,,Admin2 2-7,text,TRUE,,6785,552,11,28,http://172.26.129.206:8080/jforum/user/login.page,238,0,10,,,,,,,Type60,,
1.74E+12,323,/jforum/jforum.page-127,200,,Admin 1-10,text,TRUE,,1235,1788,17,28,http://172.26.129.206:8080/jforum/install.jsp,129,0,7,,,,,,,Type38,,
1.74E+12,129,/jforum/jforum.page-127-0,302,,Admin 1-10,,TRUE,,221,413,17,28,http://172.26.129.206:8080/jforum/jforum.page,129,0,7,,,,,,,Type38,,
1.74E+12,26,/jforum/jforum.page-127-1,302,,Admin 1-10,,TRUE,,155,454,17,28,http://172.26.129.206:8080/jforum,26,0,0,,,,,,,Type38,,
1.74E+12,11,/jforum/jforum.page-127-2,301,,Admin 1-10,text,TRUE,,161,455,17,28,http://172.26.129.206:8080/jforum/,11,0,0,,,,,,,Type38,,
1.74E+12,157,/jforum/jforum.page-127-3,200,,Admin 1-10,text,TRUE,,698,466,17,28,http://172.26.129.206:8080/jforum/install.jsp,157,0,6,,,,,,,Type38,,
1.74E+12,339,/jforum/forums/list.page-130,200,,Admin 1-2,text,TRUE,,12460,471,17,28,http://172.26.129.206:8080/jforum/forums/list.page,339,0,0,,,,,,,Type32,,
1.74E+12,170,/jforum/-129,200,,Admin 1-8,text,TRUE,,859,977,17,28,http://172.26.129.206:8080/jforum/install.jsp,14,0,0,,,,,,,Type1,,
1.74E+12,14,/jforum/-129-0,301,,Admin 1-8,text,TRUE,,161,511,17,28,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,14,0,0,,,,,,,Type1,,
1.74E+12,156,/jforum/-129-1,200,,Admin 1-8,text,TRUE,,698,466,17,28,http://172.26.129.206:8080/jforum/install.jsp,156,0,6,,,,,,,Type1,,
1.74E+12,194,/jforum/-129,200,,Admin 1-6,text,TRUE,,859,977,18,29,http://172.26.129.206:8080/jforum/install.jsp,35,0,0,,,,,,,Type1,,
1.74E+12,35,/jforum/-129-0,301,,Admin 1-6,text,TRUE,,161,511,18,29,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,35,0,0,,,,,,,Type1,,
1.74E+12,159,/jforum/-129-1,200,,Admin 1-6,text,TRUE,,698,466,18,29,http://172.26.129.206:8080/jforum/install.jsp,159,0,7,,,,,,,Type1,,
1.74E+12,235,/jforum/forums/list.page-130,200,,Admin 1-4,text,TRUE,,12740,471,18,30,http://172.26.129.206:8080/jforum/forums/list.page,235,0,0,,,,,,,Type32,,
1.74E+12,23,/jforum/ping_session.jsp-491,200,,Admin2 2-4,text,TRUE,,543,546,13,31,http://172.26.129.206:8080/jforum/ping_session.jsp,23,0,0,,,,,,,Type41,,
1.74E+12,165,/jforum/user/login.page-490,200,,Admin2 2-10,text,TRUE,,6785,552,13,31,http://172.26.129.206:8080/jforum/user/login.page,165,0,11,,,,,,,Type60,,
1.74E+12,173,/jforum/forums/list.page-130,200,,Admin 1-7,text,TRUE,,12926,471,19,33,http://172.26.129.206:8080/jforum/forums/list.page,170,0,0,,,,,,,Type32,,
1.74E+12,24,/jforum/ping_session.jsp-133,200,,Admin 1-7,text,TRUE,,543,527,20,36,http://172.26.129.206:8080/jforum/ping_session.jsp,24,0,0,,,,,,,Type41,,
1.74E+12,400,/jforum/jforum.page-127,200,,Admin 1-11,text,TRUE,,1235,1788,21,39,http://172.26.129.206:8080/jforum/install.jsp,113,0,6,,,,,,,Type38,,
1.74E+12,113,/jforum/jforum.page-127-0,302,,Admin 1-11,,TRUE,,221,413,21,39,http://172.26.129.206:8080/jforum/jforum.page,113,0,6,,,,,,,Type38,,
1.74E+12,224,/jforum/jforum.page-127-1,302,,Admin 1-11,,TRUE,,155,454,21,39,http://172.26.129.206:8080/jforum,224,0,0,,,,,,,Type38,,
1.74E+12,12,/jforum/jforum.page-127-2,301,,Admin 1-11,text,TRUE,,161,455,21,39,http://172.26.129.206:8080/jforum/,12,0,0,,,,,,,Type38,,
1.74E+12,50,/jforum/jforum.page-127-3,200,,Admin 1-11,text,TRUE,,698,466,21,39,http://172.26.129.206:8080/jforum/install.jsp,50,0,15,,,,,,,Type38,,
1.74E+12,417,/jforum/jforum.page-492,200,,Admin2 2-1,text,TRUE,,13520,1625,17,42,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=HH4X-6Z80-RUB5-9MZB-7FWR-0SDL-8NVT-W4JB,255,0,0,,,,,,,Type38,,
1.74E+12,255,/jforum/jforum.page-492-0,302,,Admin2 2-1,,TRUE,,529,921,17,42,http://172.26.129.206:8080/jforum/jforum.page,255,0,0,,,,,,,Type38,,
1.74E+12,162,/jforum/jforum.page-492-1,200,,Admin2 2-1,text,TRUE,,12991,704,17,42,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=HH4X-6Z80-RUB5-9MZB-7FWR-0SDL-8NVT-W4JB,162,0,0,,,,,,,Type38,,
1.74E+12,134,/jforum/user/login.page-490,200,,Admin2 2-15,text,TRUE,,6785,552,18,46,http://172.26.129.206:8080/jforum/user/login.page,133,0,8,,,,,,,Type60,,
1.74E+12,80,/jforum/-129,200,,Admin 1-11,text,TRUE,,859,977,23,46,http://172.26.129.206:8080/jforum/install.jsp,12,0,0,,,,,,,Type1,,
1.74E+12,12,/jforum/-129-0,301,,Admin 1-11,text,TRUE,,161,511,23,46,http://172.26.129.206:8080/jforum/?OWASP_CSRFTOKEN=YB7Z-SH0T-PL0Q-M7WL-419Z-S150-1437-ARGF,12,0,0,,,,,,,Type1,,
1.74E+12,68,/jforum/-129-1,200,,Admin 1-11,text,TRUE,,698,466,23,46,http://172.26.129.206:8080/jforum/install.jsp,68,0,19,,,,,,,Type1,,
1.74E+12,198,/jforum/jforum.page-127,200,,Admin 1-16,text,TRUE,,1235,1788,23,46,http://172.26.129.206:8080/jforum/install.jsp,112,0,8,,,,,,,Type38,,
1.74E+12,112,/jforum/jforum.page-127-0,302,,Admin 1-16,,TRUE,,221,413,23,46,http://172.26.129.206:8080/jforum/jforum.page,112,0,8,,,,,,,Type38,,
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-16,,TRUE,,155,454,23,46,http://172.26.129.206:8080/jforum,9,0,0,,,,,,,Type38,,
1.74E+12,25,/jforum/jforum.page-127-2,301,,Admin 1-16,text,TRUE,,161,455,23,46,http://172.26.129.206:8080/jforum/,25,0,0,,,,,,,Type38,,
1.74E+12,50,/jforum/jforum.page-127-3,200,,Admin 1-16,text,TRUE,,698,466,23,46,http://172.26.129.206:8080/jforum/install.jsp,50,0,13,,,,,,,Type38,,
1.74E+12,150,/jforum/user/login.page-490,200,,Admin2 2-14,text,TRUE,,6785,552,18,46,http://172.26.129.206:8080/jforum/user/login.page,150,0,10,,,,,,,Type60,,
1.74E+12,208,/jforum/forums/list.page-130,200,,Admin 1-6,text,TRUE,,13019,471,23,46,http://172.26.129.206:8080/jforum/forums/list.page,208,0,0,,,,,,,Type32,,
1.74E+12,212,/jforum/jforum.page-127,200,,Admin 1-18,text,TRUE,,1235,1788,23,46,http://172.26.129.206:8080/jforum/install.jsp,117,0,7,,,,,,,Type38,,
1.74E+12,117,/jforum/jforum.page-127-0,302,,Admin 1-18,,TRUE,,221,413,23,46,http://172.26.129.206:8080/jforum/jforum.page,117,0,7,,,,,,,Type38,,
1.74E+12,9,/jforum/jforum.page-127-1,302,,Admin 1-18,,TRUE,,155,454,23,46,http://172.26.129.206:8080/jforum,9,0,0,,,,,,,Type38,,
1.74E+12,25,/jforum/jforum.page-127-2,301,,Admin 1-18,text,TRUE,,161,455,23,46,http://172.26.129.206:8080/jforum/,25,0,0,,,,,,,Type38,,
1.74E+12,61,/jforum/jforum.page-127-3,200,,Admin 1-18,text,TRUE,,698,466,23,46,http://172.26.129.206:8080/jforum/install.jsp,61,0,13,,,,,,,Type38,,
1.74E+12,382,/jforum/jforum.page-492,200,,Admin2 2-5,text,TRUE,,13613,1625,18,46,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=UERG-DD18-WWLT-70GS-HA5Y-D509-64Z8-SBUM,166,0,0,,,,,,,Type38,,
1.74E+12,166,/jforum/jforum.page-492-0,302,,Admin2 2-5,,TRUE,,529,921,18,46,http://172.26.129.206:8080/jforum/jforum.page,166,0,0,,,,,,,Type38,,
1.74E+12,216,/jforum/jforum.page-492-1,200,,Admin2 2-5,text,TRUE,,13084,704,18,46,http://172.26.129.206:8080/jforum/forums/list.page?OWASP_CSRFTOKEN=UERG-DD18-WWLT-70GS-HA5Y-D509-64Z8-SBUM,216,0,0,,,,,,,Type38,,
1.74E+12,19,/jforum/ping_session.jsp-491,200,,Admin2 2-15,text,TRUE,,543,546,18,46,http://172.26.129.206:8080/jforum/ping_session.jsp,19,0,0,,,,,,,Type41,,
1.74E+12,225,/jforum/ping_session.jsp-491,200,,Admin2 2-7,text,TRUE,,543,546,19,48,http://172.26.129.206:8080/jforum/ping_session.jsp,225,0,0,,,,,,,Type41,,
1.74E+12,225,/jforum/ping_session.jsp-133,200,,Admin 1-2,text,TRUE,,543,527,23,48,http://172.26.129.206:8080/jforum/ping_session.jsp,225,0,0,,,,,,,Type41,,
1.74E+12,18,/jforum/ping_session.jsp-491,200,,Admin2 2-14,text,TRUE,,543,546,19,49,http://172.26.129.206:8080/jforum/ping_session.jsp,18,0,0,,,,,,,Type41,,
1.74E+12,167,/jforum/user/login.page-288,200,,user1 3-1,text,TRUE,,6785,532,5,49,http://172.26.129.206:8080/jforum/user/login.page,165,0,9,,,,,,,Type60,,
